payment_id,loan_id,payment_date,due_date,payment_amount,payment_status,days_late
80045,10021,2024-07-07,2024-07-07,7800,On-Time,0
80046,10021,2024-08-19,2024-08-06,8100,Late,13
80047,10021,2024-09-05,2024-09-05,8300,On-Time,0
80048,10021,2024-10-05,2024-10-05,8400,On-Time,0
80049,10021,2024-11-04,2024-11-04,7800,On-Time,0
80050,10021,2024-12-04,2024-12-04,8100,On-Time,0
80051,10021,2025-01-08,2025-01-03,7900,Late,5
80052,10021,2025-02-02,2025-02-02,7500,On-Time,0
80053,10021,2025-03-04,2025-03-04,8200,On-Time,0
80054,10021,2025-04-03,2025-04-03,8600,On-Time,0
80055,10021,2025-05-03,2025-05-03,8300,On-Time,0
80056,10022,2024-12-18,2024-12-18,7500,On-Time,0
80057,10022,2025-01-20,2025-01-17,7900,Late,3
80058,10022,2025-02-16,2025-02-16,8100,On-Time,0
80059,10022,2025-04-06,2025-03-18,0,Missed,19
80060,10022,2025-04-17,2025-04-17,8400,On-Time,0
80061,10022,2025-05-17,2025-05-17,7300,On-Time,0
80062,10022,2025-06-16,2025-06-16,7900,On-Time,0
80063,10022,2025-07-16,2025-07-16,7500,On-Time,0
80064,10022,2025-09-02,2025-08-15,8100,Late,18
80065,10022,2025-09-14,2025-09-14,7800,On-Time,0
80066,10022,2025-10-14,2025-10-14,7100,On-Time,0
80067,10022,2025-11-22,2025-11-13,8200,Late,9
80068,10023,2025-12-05,2025-12-05,5800,On-Time,0
80069,10024,2023-09-30,2023-09-30,12100,On-Time,0
80070,10024,2023-10-30,2023-10-30,12300,On-Time,0
80071,10024,2023-11-29,2023-11-29,11000,On-Time,0
80072,10024,2023-12-29,2023-12-29,10600,On-Time,0
80073,10024,2024-01-28,2024-01-28,11600,On-Time,0
80074,10024,2024-03-12,2024-02-27,10600,Late,14
80075,10024,2024-03-28,2024-03-28,11400,On-Time,0
80076,10024,2024-04-27,2024-04-27,12100,On-Time,0
80077,10024,2024-06-08,2024-05-27,0,Missed,12
80078,10024,2024-06-26,2024-06-26,10400,On-Time,0
80079,10024,2024-07-26,2024-07-26,11200,On-Time,0
80080,10024,2024-08-25,2024-08-25,10700,On-Time,0
80081,10025,2024-12-29,2024-12-29,2200,On-Time,0
80082,10025,2025-01-28,2025-01-28,2000,On-Time,0
80083,10025,2025-02-27,2025-02-27,2000,On-Time,0
80084,10025,2025-03-29,2025-03-29,2200,On-Time,0
80085,10025,2025-04-28,2025-04-28,2300,On-Time,0
80086,10025,2025-05-28,2025-05-28,2400,On-Time,0
80087,10025,2025-06-27,2025-06-27,2300,On-Time,0
80088,10025,2025-07-27,2025-07-27,2000,On-Time,0
80089,10025,2025-08-26,2025-08-26,2100,On-Time,0
80090,10025,2025-09-25,2025-09-25,2300,On-Time,0
80091,10025,2025-10-25,2025-10-25,2200,On-Time,0
80092,10025,2025-11-24,2025-11-24,2200,On-Time,0
80093,10026,2023-11-02,2023-10-14,0,Missed,19
80094,10026,2023-12-02,2023-11-13,49700,Late,19
80095,10026,2023-12-13,2023-12-13,51400,On-Time,0
80096,10026,2024-01-12,2024-01-12,44700,On-Time,0
80097,10026,2024-02-11,2024-02-11,51600,On-Time,0
80098,10026,2024-03-12,2024-03-12,44500,On-Time,0
80099,10026,2024-05-01,2024-04-11,45500,Late,20
80100,10026,2024-05-11,2024-05-11,45300,On-Time,0
80101,10026,2024-06-10,2024-06-10,43100,On-Time,0
80102,10026,2024-07-10,2024-07-10,47800,On-Time,0
80103,10026,2024-08-09,2024-08-09,43400,On-Time,0
80104,10026,2024-09-08,2024-09-08,42900,On-Time,0
80105,10027,2023-02-24,2023-02-24,4100,On-Time,0
80106,10027,2023-03-26,2023-03-26,3800,On-Time,0
80107,10027,2023-04-25,2023-04-25,4100,On-Time,0
80108,10027,2023-05-25,2023-05-25,3800,On-Time,0
80109,10027,2023-06-24,2023-06-24,3700,On-Time,0
80110,10027,2023-07-24,2023-07-24,4400,On-Time,0
80111,10027,2023-08-23,2023-08-23,4300,On-Time,0
80112,10027,2023-09-22,2023-09-22,3700,On-Time,0
80113,10027,2023-10-22,2023-10-22,4000,On-Time,0
80114,10027,2023-11-21,2023-11-21,3800,On-Time,0
80115,10027,2023-12-21,2023-12-21,4100,On-Time,0
80116,10027,2024-01-20,2024-01-20,3700,On-Time,0
80117,10028,2023-06-04,2023-06-04,2200,On-Time,0
80118,10028,2023-07-04,2023-07-04,2200,On-Time,0
80119,10028,2023-08-23,2023-08-03,2300,Late,20
80120,10028,2023-09-02,2023-09-02,2000,On-Time,0
80121,10028,2023-10-02,2023-10-02,2300,On-Time,0
80122,10028,2023-11-19,2023-11-01,0,Missed,18
80123,10028,2023-12-01,2023-12-01,2000,On-Time,0
80124,10028,2023-12-31,2023-12-31,2100,On-Time,0
80125,10028,2024-01-30,2024-01-30,2300,On-Time,0
80126,10028,2024-03-01,2024-02-29,2000,Late,1
80127,10028,2024-03-30,2024-03-30,2200,On-Time,0
80128,10028,2024-04-29,2024-04-29,2200,On-Time,0
80129,10029,2025-01-08,2025-01-08,7100,On-Time,0
80130,10029,2025-02-07,2025-02-07,6600,On-Time,0
80131,10029,2025-03-09,2025-03-09,6200,On-Time,0
80132,10029,2025-04-27,2025-04-08,7000,Late,19
80133,10029,2025-05-08,2025-05-08,6500,On-Time,0
80134,10029,2025-06-07,2025-06-07,6600,On-Time,0
80135,10029,2025-07-07,2025-07-07,6400,On-Time,0
80136,10029,2025-08-06,2025-08-06,6200,On-Time,0
80137,10029,2025-09-05,2025-09-05,6600,On-Time,0
80138,10029,2025-10-05,2025-10-05,7200,On-Time,0
80139,10029,2025-11-04,2025-11-04,7200,On-Time,0
80140,10029,2025-12-04,2025-12-04,7100,On-Time,0
80141,10030,2025-04-24,2025-04-24,1000,On-Time,0
80142,10030,2025-05-24,2025-05-24,1000,On-Time,0
80143,10030,2025-06-23,2025-06-23,1000,On-Time,0
80144,10030,2025-07-23,2025-07-23,1000,On-Time,0
80145,10030,2025-08-26,2025-08-22,1000,Late,4
80146,10030,2025-09-21,2025-09-21,1000,On-Time,0
80147,10030,2025-11-07,2025-10-21,1000,Late,17
80148,10030,2025-11-20,2025-11-20,1000,On-Time,0
80149,10030,2025-12-20,2025-12-20,1000,On-Time,0
80150,10031,2025-04-28,2025-04-28,28400,On-Time,0
80151,10031,2025-05-28,2025-05-28,24300,On-Time,0
80152,10031,2025-06-27,2025-06-27,26400,On-Time,0
80153,10031,2025-07-27,2025-07-27,27200,On-Time,0
80154,10031,2025-08-26,2025-08-26,26500,On-Time,0
80155,10031,2025-09-25,2025-09-25,28500,On-Time,0
80156,10031,2025-10-28,2025-10-25,27400,Late,3
80157,10031,2025-11-28,2025-11-24,24900,Late,4
80158,10031,2025-12-24,2025-12-24,24500,On-Time,0
80159,10032,2023-07-05,2023-07-05,4700,On-Time,0
80160,10032,2023-08-04,2023-08-04,4400,On-Time,0
80161,10032,2023-09-03,2023-09-03,4400,On-Time,0
80162,10032,2023-10-08,2023-10-03,5000,Late,5
80163,10032,2023-11-02,2023-11-02,4500,On-Time,0
80164,10032,2023-12-02,2023-12-02,5000,On-Time,0
80165,10032,2024-01-01,2024-01-01,4200,On-Time,0
80166,10032,2024-02-15,2024-01-31,0,Missed,15
80167,10032,2024-03-01,2024-03-01,4600,On-Time,0
80168,10032,2024-03-31,2024-03-31,4400,On-Time,0
80169,10032,2024-04-30,2024-04-30,4700,On-Time,0
80170,10032,2024-05-30,2024-05-30,4900,On-Time,0
80171,10034,2024-07-02,2024-07-02,120600,On-Time,0
80172,10034,2024-08-01,2024-08-01,144300,On-Time,0
80173,10034,2024-08-31,2024-08-31,119400,On-Time,0
80174,10034,2024-10-08,2024-09-30,0,Missed,8
80175,10034,2024-10-30,2024-10-30,123300,On-Time,0
80176,10034,2024-12-15,2024-11-29,0,Missed,16
80177,10034,2024-12-29,2024-12-29,144300,On-Time,0
80178,10034,2025-01-28,2025-01-28,130200,On-Time,0
80179,10034,2025-02-27,2025-02-27,136600,On-Time,0
80180,10034,2025-03-29,2025-03-29,129400,On-Time,0
80181,10034,2025-04-28,2025-04-28,133500,On-Time,0
80182,10034,2025-05-28,2025-05-28,133100,On-Time,0
80183,10035,2023-09-30,2023-09-30,2700,On-Time,0
80184,10035,2023-10-30,2023-10-30,3000,On-Time,0
80185,10035,2023-11-29,2023-11-29,2900,On-Time,0
80186,10035,2024-01-03,2023-12-29,2800,Late,5
80187,10035,2024-02-02,2024-01-28,3000,Late,5
80188,10035,2024-03-12,2024-02-27,3000,Late,14
80189,10035,2024-03-28,2024-03-28,3000,On-Time,0
80190,10035,2024-04-27,2024-04-27,2800,On-Time,0
80191,10035,2024-05-27,2024-05-27,2800,On-Time,0
80192,10035,2024-07-10,2024-06-26,2600,Late,14
80193,10035,2024-07-26,2024-07-26,3000,On-Time,0
80194,10035,2024-08-25,2024-08-25,2800,On-Time,0
80195,10036,2023-03-31,2023-03-31,2700,On-Time,0
80196,10036,2023-04-30,2023-04-30,2900,On-Time,0
80197,10036,2023-05-30,2023-05-30,2700,On-Time,0
80198,10036,2023-06-29,2023-06-29,3000,On-Time,0
80199,10036,2023-08-10,2023-07-29,3100,Late,12
80200,10036,2023-08-28,2023-08-28,3200,On-Time,0
80201,10036,2023-09-27,2023-09-27,3200,On-Time,0
80202,10036,2023-10-27,2023-10-27,2700,On-Time,0
80203,10036,2023-11-26,2023-11-26,3100,On-Time,0
80204,10036,2024-01-06,2023-12-26,2700,Late,11
80205,10036,2024-01-25,2024-01-25,2700,On-Time,0
80206,10036,2024-02-24,2024-02-24,2700,On-Time,0
80207,10037,2023-07-09,2023-07-09,10700,On-Time,0
80208,10037,2023-08-08,2023-08-08,10600,On-Time,0
80209,10037,2023-09-07,2023-09-07,12200,On-Time,0
80210,10037,2023-10-19,2023-10-07,0,Missed,12
80211,10037,2023-11-06,2023-11-06,10700,On-Time,0
80212,10037,2023-12-06,2023-12-06,12000,On-Time,0
80213,10037,2024-01-05,2024-01-05,11200,On-Time,0
80214,10037,2024-02-15,2024-02-04,11100,Late,11
80215,10037,2024-03-05,2024-03-05,11000,On-Time,0
80216,10037,2024-04-04,2024-04-04,12600,On-Time,0
80217,10037,2024-05-04,2024-05-04,11200,On-Time,0
80218,10037,2024-06-03,2024-06-03,11600,On-Time,0
80219,10038,2024-07-18,2024-07-18,6400,On-Time,0
80220,10038,2024-08-17,2024-08-17,6400,On-Time,0
80221,10038,2024-09-16,2024-09-16,6400,On-Time,0
80222,10038,2024-10-27,2024-10-16,6900,Late,11
80223,10038,2024-11-15,2024-11-15,6600,On-Time,0
80224,10038,2024-12-15,2024-12-15,6800,On-Time,0
80225,10038,2025-01-14,2025-01-14,6700,On-Time,0
80226,10038,2025-02-13,2025-02-13,6200,On-Time,0
80227,10038,2025-03-15,2025-03-15,6700,On-Time,0
80228,10038,2025-04-14,2025-04-14,6300,On-Time,0
80229,10038,2025-05-14,2025-05-14,6800,On-Time,0
80230,10038,2025-06-13,2025-06-13,6000,On-Time,0
80231,10039,2025-02-02,2025-02-02,3600,On-Time,0
80232,10039,2025-03-04,2025-03-04,3600,On-Time,0
80233,10039,2025-04-03,2025-04-03,4000,On-Time,0
80234,10039,2025-05-03,2025-05-03,3700,On-Time,0
80235,10039,2025-06-02,2025-06-02,4000,On-Time,0
80236,10039,2025-07-02,2025-07-02,4000,On-Time,0
80237,10039,2025-08-01,2025-08-01,4100,On-Time,0
80238,10039,2025-08-31,2025-08-31,3800,On-Time,0
80239,10039,2025-09-30,2025-09-30,3600,On-Time,0
80240,10039,2025-11-10,2025-10-30,3700,Late,11
80241,10039,2025-12-11,2025-11-29,4100,Late,12
80242,10039,2025-12-29,2025-12-29,4100,On-Time,0
80243,10040,2023-11-08,2023-11-08,29300,On-Time,0
80244,10040,2023-12-08,2023-12-08,30800,On-Time,0
80245,10040,2024-01-07,2024-01-07,31700,On-Time,0
80246,10040,2024-02-22,2024-02-06,0,Missed,16
80247,10040,2024-03-07,2024-03-07,33500,On-Time,0
80248,10040,2024-04-06,2024-04-06,32100,On-Time,0
80249,10040,2024-05-06,2024-05-06,30500,On-Time,0
80250,10040,2024-06-10,2024-06-05,31900,Late,5
80251,10040,2024-07-05,2024-07-05,31200,On-Time,0
80252,10040,2024-08-17,2024-08-04,32100,Late,13
80253,10040,2024-09-03,2024-09-03,33700,On-Time,0
80254,10040,2024-10-05,2024-10-03,0,Missed,2
80255,10041,2025-09-13,2025-09-13,2500,On-Time,0
80256,10041,2025-10-13,2025-10-13,3000,On-Time,0
80257,10041,2025-11-12,2025-11-12,2900,On-Time,0
80258,10041,2025-12-12,2025-12-12,2800,On-Time,0
80259,10042,2023-03-05,2023-02-19,5200,Late,14
80260,10042,2023-03-21,2023-03-21,5100,On-Time,0
80261,10042,2023-04-26,2023-04-20,5900,Late,6
80262,10042,2023-05-20,2023-05-20,5700,On-Time,0
80263,10042,2023-06-19,2023-06-19,5800,On-Time,0
80264,10042,2023-07-31,2023-07-19,5500,Late,12
80265,10042,2023-08-18,2023-08-18,5300,On-Time,0
80266,10042,2023-09-17,2023-09-17,5900,On-Time,0
80267,10042,2023-10-17,2023-10-17,5500,On-Time,0
80268,10042,2023-11-16,2023-11-16,4900,On-Time,0
80269,10042,2023-12-16,2023-12-16,5900,On-Time,0
80270,10042,2024-01-15,2024-01-15,5900,On-Time,0
80271,10043,2025-07-31,2025-07-11,3100,Late,20
80272,10043,2025-08-10,2025-08-10,3000,On-Time,0
80273,10043,2025-09-09,2025-09-09,2800,On-Time,0
80274,10043,2025-10-10,2025-10-09,2700,Late,1
80275,10043,2025-11-08,2025-11-08,3100,On-Time,0
80276,10043,2025-12-08,2025-12-08,3300,On-Time,0
80277,10044,2025-12-24,2025-12-24,19600,On-Time,0
80278,10045,2024-05-10,2024-05-02,40200,Late,8
80279,10045,2024-06-01,2024-06-01,39600,On-Time,0
80280,10045,2024-07-01,2024-07-01,37800,On-Time,0
80281,10045,2024-08-12,2024-07-31,43500,Late,12
80282,10045,2024-08-30,2024-08-30,39100,On-Time,0
80283,10045,2024-09-29,2024-09-29,44500,On-Time,0
80284,10045,2024-10-29,2024-10-29,38000,On-Time,0
80285,10045,2024-11-28,2024-11-28,44100,On-Time,0
80286,10045,2024-12-28,2024-12-28,42400,On-Time,0
80287,10045,2025-01-27,2025-01-27,44100,On-Time,0
80288,10045,2025-02-26,2025-02-26,40400,On-Time,0
80289,10045,2025-03-28,2025-03-28,43400,On-Time,0
80290,10046,2024-08-02,2024-08-02,2100,On-Time,0
80291,10046,2024-09-15,2024-09-01,2100,Late,14
80292,10046,2024-10-01,2024-10-01,2300,On-Time,0
80293,10046,2024-10-31,2024-10-31,2500,On-Time,0
80294,10046,2024-11-30,2024-11-30,2300,On-Time,0
80295,10046,2025-01-10,2024-12-30,2400,Late,11
80296,10046,2025-02-08,2025-01-29,0,Missed,10
80297,10046,2025-02-28,2025-02-28,2300,On-Time,0
80298,10046,2025-03-30,2025-03-30,2200,On-Time,0
80299,10046,2025-04-29,2025-04-29,2300,On-Time,0
80300,10046,2025-06-17,2025-05-29,2100,Late,19
80301,10046,2025-06-28,2025-06-28,2100,On-Time,0
80302,10047,2025-04-03,2025-04-03,15600,On-Time,0
80303,10047,2025-05-03,2025-05-03,15400,On-Time,0
80304,10047,2025-06-02,2025-06-02,15300,On-Time,0
80305,10047,2025-07-02,2025-07-02,15800,On-Time,0
80306,10047,2025-08-01,2025-08-01,14500,On-Time,0
80307,10047,2025-08-31,2025-08-31,17300,On-Time,0
80308,10047,2025-09-30,2025-09-30,16500,On-Time,0
80309,10047,2025-10-30,2025-10-30,14800,On-Time,0
80310,10047,2025-12-03,2025-11-29,16600,Late,4
80311,10047,2025-12-29,2025-12-29,15300,On-Time,0
80312,10048,2023-05-29,2023-05-29,4700,On-Time,0
80313,10048,2023-07-05,2023-06-28,4800,Late,7
80314,10048,2023-07-28,2023-07-28,4900,On-Time,0
80315,10048,2023-08-27,2023-08-27,4400,On-Time,0
80316,10048,2023-10-01,2023-09-26,5100,Late,5
80317,10048,2023-10-26,2023-10-26,5100,On-Time,0
80318,10048,2023-11-25,2023-11-25,4400,On-Time,0
80319,10048,2023-12-25,2023-12-25,4500,On-Time,0
80320,10048,2024-01-24,2024-01-24,4700,On-Time,0
80321,10048,2024-02-23,2024-02-23,4400,On-Time,0
80322,10048,2024-03-24,2024-03-24,4800,On-Time,0
80323,10048,2024-04-23,2024-04-23,4800,On-Time,0
80324,10049,2024-04-14,2024-04-14,4300,On-Time,0
80325,10049,2024-05-14,2024-05-14,4100,On-Time,0
80326,10049,2024-06-13,2024-06-13,4800,On-Time,0
80327,10049,2024-07-30,2024-07-13,0,Missed,17
80328,10049,2024-08-12,2024-08-12,4300,On-Time,0
80329,10049,2024-09-11,2024-09-11,4700,On-Time,0
80330,10049,2024-10-11,2024-10-11,4000,On-Time,0
80331,10049,2024-11-10,2024-11-10,4100,On-Time,0
80332,10049,2024-12-10,2024-12-10,4200,On-Time,0
80333,10049,2025-01-09,2025-01-09,4400,On-Time,0
80334,10049,2025-02-08,2025-02-08,4600,On-Time,0
80335,10049,2025-03-10,2025-03-10,4800,On-Time,0
80336,10050,2024-03-04,2024-02-28,0,Missed,5
80337,10050,2024-03-29,2024-03-29,9700,On-Time,0
80338,10050,2024-04-28,2024-04-28,9500,On-Time,0
80339,10050,2024-06-13,2024-05-28,8400,Late,16
80340,10050,2024-06-27,2024-06-27,9300,On-Time,0
80341,10050,2024-07-27,2024-07-27,8600,On-Time,0
80342,10050,2024-08-26,2024-08-26,9500,On-Time,0
80343,10050,2024-09-25,2024-09-25,9700,On-Time,0
80344,10050,2024-10-25,2024-10-25,8800,On-Time,0
80345,10050,2024-11-24,2024-11-24,9400,On-Time,0
80346,10050,2024-12-24,2024-12-24,9100,On-Time,0
80347,10050,2025-01-23,2025-01-23,9100,On-Time,0
80348,10051,2025-08-16,2025-08-16,3600,On-Time,0
80349,10051,2025-09-15,2025-09-15,3400,On-Time,0
80350,10051,2025-10-15,2025-10-15,3700,On-Time,0
80351,10051,2025-12-03,2025-11-14,3500,Late,19
80352,10051,2025-12-14,2025-12-14,3400,On-Time,0
80353,10052,2023-08-15,2023-08-15,42000,On-Time,0
80354,10052,2023-09-14,2023-09-14,40900,On-Time,0
80355,10052,2023-10-14,2023-10-14,37700,On-Time,0
80356,10052,2023-11-13,2023-11-13,39300,On-Time,0
80357,10052,2023-12-13,2023-12-13,41800,On-Time,0
80358,10052,2024-01-12,2024-01-12,38700,On-Time,0
80359,10052,2024-02-11,2024-02-11,41300,On-Time,0
80360,10052,2024-03-12,2024-03-12,42000,On-Time,0
80361,10052,2024-04-11,2024-04-11,39100,On-Time,0
80362,10052,2024-05-11,2024-05-11,41100,On-Time,0
80363,10052,2024-06-27,2024-06-10,41700,Late,17
80364,10052,2024-07-10,2024-07-10,40600,On-Time,0
80365,10053,2025-01-14,2025-01-14,2600,On-Time,0
80366,10053,2025-02-13,2025-02-13,2600,On-Time,0
80367,10053,2025-03-15,2025-03-15,3000,On-Time,0
80368,10053,2025-04-14,2025-04-14,2800,On-Time,0
80369,10053,2025-05-14,2025-05-14,2900,On-Time,0
80370,10053,2025-06-13,2025-06-13,2800,On-Time,0
80371,10053,2025-07-13,2025-07-13,3100,On-Time,0
80372,10053,2025-08-12,2025-08-12,2600,On-Time,0
80373,10053,2025-09-11,2025-09-11,2600,On-Time,0
80374,10053,2025-10-11,2025-10-11,2700,On-Time,0
80375,10053,2025-11-10,2025-11-10,2700,On-Time,0
80376,10053,2025-12-10,2025-12-10,2900,On-Time,0
80377,10054,2023-02-28,2023-02-28,1000,On-Time,0
80378,10054,2023-03-30,2023-03-30,1000,On-Time,0
80379,10054,2023-05-16,2023-04-29,1000,Late,17
80380,10054,2023-05-29,2023-05-29,1000,On-Time,0
80381,10054,2023-06-28,2023-06-28,1000,On-Time,0
80382,10054,2023-08-15,2023-07-28,1000,Late,18
80383,10054,2023-08-27,2023-08-27,1000,On-Time,0
80384,10054,2023-09-26,2023-09-26,1000,On-Time,0
80385,10054,2023-10-26,2023-10-26,1000,On-Time,0
80386,10054,2023-11-25,2023-11-25,1000,On-Time,0
80387,10054,2023-12-25,2023-12-25,1000,On-Time,0
80388,10054,2024-01-26,2024-01-24,0,Missed,2
80389,10055,2025-07-06,2025-07-06,35400,On-Time,0
80390,10055,2025-08-05,2025-08-05,31600,On-Time,0
80391,10055,2025-09-04,2025-09-04,31800,On-Time,0
80392,10055,2025-10-04,2025-10-04,32300,On-Time,0
80393,10055,2025-11-19,2025-11-03,33600,Late,16
80394,10055,2025-12-03,2025-12-03,34700,On-Time,0
80395,10056,2026-01-08,2025-12-26,3000,Late,13
80396,10057,2023-07-16,2023-07-16,13300,On-Time,0
80397,10057,2023-08-15,2023-08-15,13300,On-Time,0
80398,10057,2023-09-14,2023-09-14,12800,On-Time,0
80399,10057,2023-10-14,2023-10-14,12300,On-Time,0
80400,10057,2023-11-13,2023-11-13,13000,On-Time,0
80401,10057,2023-12-13,2023-12-13,11800,On-Time,0
80402,10057,2024-01-12,2024-01-12,12200,On-Time,0
80403,10057,2024-02-11,2024-02-11,13100,On-Time,0
80404,10057,2024-04-01,2024-03-12,0,Missed,20
80405,10057,2024-04-11,2024-04-11,11900,On-Time,0
80406,10057,2024-05-11,2024-05-11,13400,On-Time,0
80407,10057,2024-06-10,2024-06-10,11300,On-Time,0
80408,10058,2023-12-20,2023-12-20,1900,On-Time,0
80409,10058,2024-01-19,2024-01-19,2000,On-Time,0
80410,10058,2024-02-18,2024-02-18,1700,On-Time,0
80411,10058,2024-04-08,2024-03-19,2000,Late,20
80412,10058,2024-04-18,2024-04-18,1900,On-Time,0
80413,10058,2024-05-18,2024-05-18,2000,On-Time,0
80414,10058,2024-06-17,2024-06-17,1800,On-Time,0
80415,10058,2024-07-17,2024-07-17,1700,On-Time,0
80416,10058,2024-08-16,2024-08-16,1700,On-Time,0
80417,10058,2024-09-15,2024-09-15,1700,On-Time,0
80418,10058,2024-10-15,2024-10-15,2000,On-Time,0
80419,10058,2024-11-29,2024-11-14,1700,Late,15
80420,10059,2024-05-18,2024-05-18,24200,On-Time,0
80421,10059,2024-06-17,2024-06-17,22900,On-Time,0
80422,10059,2024-07-17,2024-07-17,21900,On-Time,0
80423,10059,2024-08-16,2024-08-16,20700,On-Time,0
80424,10059,2024-09-19,2024-09-15,22300,Late,4
80425,10059,2024-10-15,2024-10-15,22100,On-Time,0
80426,10059,2024-11-25,2024-11-14,23800,Late,11
80427,10059,2024-12-14,2024-12-14,20800,On-Time,0
80428,10059,2025-01-13,2025-01-13,22000,On-Time,0
80429,10059,2025-03-02,2025-02-12,20200,Late,18
80430,10059,2025-03-14,2025-03-14,21800,On-Time,0
80431,10059,2025-04-13,2025-04-13,22100,On-Time,0
80432,10060,2025-06-03,2025-05-31,13200,Late,3
80433,10060,2025-07-14,2025-06-30,12500,Late,14
80434,10060,2025-07-30,2025-07-30,13900,On-Time,0
80435,10060,2025-08-29,2025-08-29,13700,On-Time,0
80436,10060,2025-09-28,2025-09-28,12900,On-Time,0
80437,10060,2025-10-28,2025-10-28,11900,On-Time,0
80438,10060,2025-11-27,2025-11-27,12000,On-Time,0
80439,10060,2025-12-27,2025-12-27,13300,On-Time,0
80440,10061,2023-05-03,2023-04-29,1000,Late,4
80441,10061,2023-05-29,2023-05-29,1000,On-Time,0
80442,10061,2023-06-28,2023-06-28,1000,On-Time,0
80443,10061,2023-07-28,2023-07-28,1000,On-Time,0
80444,10061,2023-08-27,2023-08-27,1000,On-Time,0
80445,10061,2023-09-27,2023-09-26,1000,Late,1
80446,10061,2023-10-26,2023-10-26,1000,On-Time,0
80447,10061,2023-11-25,2023-11-25,1000,On-Time,0
80448,10061,2024-01-08,2023-12-25,1000,Late,14
80449,10061,2024-01-24,2024-01-24,1000,On-Time,0
80450,10061,2024-02-23,2024-02-23,1000,On-Time,0
80451,10061,2024-03-24,2024-03-24,1000,On-Time,0
80452,10062,2025-03-25,2025-03-25,2700,On-Time,0
80453,10062,2025-04-24,2025-04-24,2700,On-Time,0
80454,10062,2025-05-24,2025-05-24,2500,On-Time,0
80455,10062,2025-07-08,2025-06-23,2800,Late,15
80456,10062,2025-07-27,2025-07-23,2600,Late,4
80457,10062,2025-08-22,2025-08-22,2900,On-Time,0
80458,10062,2025-09-21,2025-09-21,2500,On-Time,0
80459,10062,2025-10-21,2025-10-21,2700,On-Time,0
80460,10062,2025-11-20,2025-11-20,2800,On-Time,0
80461,10062,2025-12-20,2025-12-20,2700,On-Time,0
80462,10063,2023-06-05,2023-06-05,5200,On-Time,0
80463,10063,2023-07-22,2023-07-05,5300,Late,17
80464,10063,2023-08-04,2023-08-04,5000,On-Time,0
80465,10063,2023-09-03,2023-09-03,4500,On-Time,0
80466,10063,2023-10-08,2023-10-03,4700,Late,5
80467,10063,2023-11-02,2023-11-02,4500,On-Time,0
80468,10063,2023-12-02,2023-12-02,5200,On-Time,0
80469,10063,2024-01-01,2024-01-01,4500,On-Time,0
80470,10063,2024-01-31,2024-01-31,5300,On-Time,0
80471,10063,2024-03-01,2024-03-01,5100,On-Time,0
80472,10063,2024-03-31,2024-03-31,5100,On-Time,0
80473,10063,2024-04-30,2024-04-30,4800,On-Time,0
80474,10064,2024-01-09,2024-01-09,1000,On-Time,0
80475,10064,2024-02-08,2024-02-08,1000,On-Time,0
80476,10064,2024-03-09,2024-03-09,1000,On-Time,0
80477,10064,2024-04-08,2024-04-08,1100,On-Time,0
80478,10064,2024-05-08,2024-05-08,1000,On-Time,0
80479,10064,2024-06-18,2024-06-07,1000,Late,11
80480,10064,2024-07-07,2024-07-07,1000,On-Time,0
80481,10064,2024-08-22,2024-08-06,1100,Late,16
80482,10064,2024-09-05,2024-09-05,1000,On-Time,0
80483,10064,2024-10-05,2024-10-05,1000,On-Time,0
80484,10064,2024-11-04,2024-11-04,1100,On-Time,0
80485,10064,2024-12-04,2024-12-04,1100,On-Time,0
80486,10065,2024-02-24,2024-02-24,24000,On-Time,0
80487,10065,2024-03-25,2024-03-25,23900,On-Time,0
80488,10065,2024-04-24,2024-04-24,20900,On-Time,0
80489,10065,2024-06-13,2024-05-24,22500,Late,20
80490,10065,2024-06-23,2024-06-23,21700,On-Time,0
80491,10065,2024-07-23,2024-07-23,22200,On-Time,0
80492,10065,2024-08-28,2024-08-22,23200,Late,6
80493,10065,2024-09-21,2024-09-21,24300,On-Time,0
80494,10065,2024-11-01,2024-10-21,21800,Late,11
80495,10065,2024-12-08,2024-11-20,0,Missed,18
80496,10065,2024-12-20,2024-12-20,24700,On-Time,0
80497,10065,2025-01-19,2025-01-19,22900,On-Time,0
80498,10067,2024-01-03,2024-01-03,69100,On-Time,0
80499,10067,2024-02-02,2024-02-02,74800,On-Time,0
80500,10067,2024-03-23,2024-03-03,69300,Late,20
80501,10067,2024-04-18,2024-04-02,70100,Late,16
80502,10067,2024-05-02,2024-05-02,71400,On-Time,0
80503,10067,2024-06-01,2024-06-01,72800,On-Time,0
80504,10067,2024-07-01,2024-07-01,74100,On-Time,0
80505,10067,2024-07-31,2024-07-31,70700,On-Time,0
80506,10067,2024-08-30,2024-08-30,65500,On-Time,0
80507,10067,2024-09-29,2024-09-29,70500,On-Time,0
80508,10067,2024-10-29,2024-10-29,68000,On-Time,0
80509,10067,2024-11-28,2024-11-28,68500,On-Time,0
80510,10068,2023-03-08,2023-02-20,0,Missed,16
80511,10068,2023-03-22,2023-03-22,20500,On-Time,0
80512,10068,2023-04-21,2023-04-21,21600,On-Time,0
80513,10068,2023-05-21,2023-05-21,23300,On-Time,0
80514,10068,2023-06-20,2023-06-20,20000,On-Time,0
80515,10068,2023-07-20,2023-07-20,21900,On-Time,0
