loan_id,application_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,tenure_months,loan_start_date,loan_end_date,loan_status
10158,6893,3329,121,Personal,282700,8.88,36,2024-02-20,2027-02-04,Closed
10159,6894,1275,112,Auto,185100,7.12,240,2024-10-03,2044-06-20,Closed
10160,6895,2083,112,Education,124100,10.38,84,2025-01-08,2031-12-03,Closed
10161,6896,3229,109,Personal,1030600,8.86,240,2023-03-27,2042-12-12,Active
10162,6897,5567,105,Home,523300,13.85,120,2025-05-23,2035-04-01,Active
10163,6898,1679,118,Home,2061400,9.15,12,2024-10-14,2025-10-09,Default
10164,6899,1895,139,Personal,821500,13.95,24,2023-08-21,2025-08-10,Closed
10165,6901,2448,101,Business,188900,11.51,240,2023-07-28,2043-04-14,Active
10166,6902,1100,129,Personal,1864800,13.84,36,2023-08-04,2026-07-19,Active
10167,6904,4908,140,Home,1029700,12.22,180,2024-05-25,2039-03-08,Active
10168,6905,5632,135,Personal,408000,13.42,120,2025-09-26,2035-08-05,Default
10169,6906,1032,120,Personal,277400,10.9,84,2024-01-07,2030-12-01,Closed
10170,6907,2581,120,Home,2892500,10.58,180,2023-12-16,2038-09-28,Active
10171,6908,3467,131,Business,663100,10.86,180,2024-05-23,2039-03-06,Active
10172,6909,4510,122,Home,194500,13.32,180,2023-03-31,2038-01-11,Active
10173,6910,5840,141,Personal,398100,10.76,12,2025-09-24,2026-09-19,Active
10174,6912,4202,141,Home,516500,9.48,120,2024-06-23,2034-05-02,Closed
10175,6914,4018,140,Business,858100,13.89,180,2023-01-06,2037-10-19,Active
10176,6915,2837,112,Personal,234500,10.53,24,2025-03-26,2027-03-16,Closed
10177,6917,2956,106,Home,1083800,10.8,48,2024-03-05,2028-02-13,Active
10178,6919,5304,103,Business,700000,7.7,84,2023-12-17,2030-11-10,Closed
10179,6920,4316,138,Home,254600,10.12,48,2024-10-08,2028-09-17,Active
10180,6922,5075,131,Education,1190400,13.99,24,2023-09-18,2025-09-07,Default
10181,6924,1026,136,Business,1556700,12.68,24,2025-01-09,2026-12-30,Active
10182,6925,5607,120,Home,542300,8.12,24,2023-06-18,2025-06-07,Closed
10183,6926,3021,139,Personal,532100,10.99,24,2025-03-05,2027-02-23,Active
10184,6931,1317,102,Personal,265600,14.87,120,2024-04-21,2034-02-28,Default
10185,6932,5418,130,Home,2095300,8.96,240,2025-02-10,2044-10-28,Active
10186,6933,5320,116,Home,1540300,14.01,240,2025-03-28,2044-12-13,Closed
10187,6934,3667,134,Auto,967200,11.8,84,2025-01-30,2031-12-25,Closed
10188,6935,2086,143,Business,138900,10.03,36,2024-06-26,2027-06-11,Active
10189,6936,4864,146,Business,1332600,15.26,120,2023-10-13,2033-08-21,Closed
10190,6937,4053,125,Business,1123500,13.13,180,2024-06-05,2039-03-19,Closed
10191,6938,5961,120,Personal,375600,9.7,240,2024-02-09,2043-10-27,Closed
10192,6940,1589,147,Auto,654600,8.66,48,2025-06-30,2029-06-09,Closed
10193,6941,1678,103,Home,133700,14.47,60,2023-03-31,2028-03-04,Closed
10194,6942,2850,144,Home,288100,12.03,12,2025-12-30,2026-12-25,Closed
10195,6945,2591,150,Personal,99000,7.31,60,2025-04-25,2030-03-30,Active
10196,6947,5262,140,Home,396600,10.64,120,2024-05-28,2034-04-06,Closed
10197,6948,3597,117,Auto,144900,10.77,24,2023-07-11,2025-06-30,Closed
10198,6949,2396,117,Personal,370900,13.59,60,2023-07-31,2028-07-04,Active
10199,6951,1837,137,Home,170700,9.03,240,2025-12-07,2045-08-24,Closed
10200,6953,5161,142,Home,396800,10.89,36,2025-11-18,2028-11-02,Closed
10201,6954,4046,149,Personal,2587600,7.68,24,2023-06-25,2025-06-14,Closed
10202,6955,5432,137,Business,1078700,8.05,60,2025-05-10,2030-04-14,Closed
10203,6957,5702,122,Business,3750000,13.75,240,2025-01-02,2044-09-19,Active
10204,6958,2960,130,Business,181500,11.45,48,2026-01-11,2029-12-21,Active
10205,6959,2716,139,Home,955400,10.28,12,2024-11-19,2025-11-14,Active
10206,6960,5888,125,Personal,342500,9.26,84,2025-04-05,2032-02-28,Default
10207,6961,1021,103,Home,1398700,15.19,240,2023-04-07,2042-12-23,Active
10208,6962,3228,146,Education,261500,10.98,48,2025-11-11,2029-10-21,Active
10209,6963,3407,119,Home,378300,11.79,240,2023-11-09,2043-07-27,Active
10210,6965,1676,108,Auto,295600,15.37,120,2023-08-19,2033-06-27,Active
10211,6966,1627,118,Auto,452100,13.4,12,2024-03-13,2025-03-08,Active
10212,6967,1790,110,Personal,920800,10.21,84,2023-06-18,2030-05-12,Active
10213,6969,4457,138,Home,98400,11.73,24,2023-11-26,2025-11-15,Default
10214,6970,1796,121,Personal,284300,10.36,180,2025-06-20,2040-04-02,Active
10215,6971,5248,134,Business,363500,11.71,120,2023-10-11,2033-08-19,Active
10216,6973,4923,145,Personal,933000,12.5,120,2024-10-07,2034-08-16,Closed
10217,6975,4161,118,Business,1006400,15.29,48,2024-09-13,2028-08-23,Default
10218,6976,2714,143,Education,851600,13.22,12,2025-05-20,2026-05-15,Closed
10219,6978,4543,149,Home,2562700,12.93,120,2024-05-24,2034-04-02,Active
10220,6979,2697,134,Home,219200,7.82,60,2024-10-02,2029-09-06,Closed
10221,6980,3091,148,Auto,367500,9.71,60,2025-05-21,2030-04-25,Active
10222,6981,2491,134,Home,140800,9.39,240,2024-09-28,2044-06-15,Active
10223,6983,2075,131,Auto,1080600,7.86,36,2023-10-25,2026-10-09,Active
10224,6984,4426,116,Business,324700,14.41,60,2023-02-09,2028-01-14,Active
10225,6986,2273,134,Home,2646600,13.91,24,2024-03-11,2026-03-01,Active
10226,6989,1177,135,Business,902100,13.72,60,2024-10-29,2029-10-03,Closed
10227,6992,4265,120,Auto,299300,8.5,60,2024-08-19,2029-07-24,Active
10228,6993,2118,126,Education,850600,12.1,24,2025-04-19,2027-04-09,Default
10229,6994,2458,103,Home,591800,11.48,240,2025-07-16,2045-04-02,Closed
10230,6995,5192,149,Business,133600,12.21,36,2023-07-27,2026-07-11,Closed
10231,6999,2324,109,Business,243000,13.69,12,2023-03-11,2024-03-05,Active
10232,7001,5908,122,Auto,617800,7.8,48,2023-10-28,2027-10-07,Closed
10233,7003,1365,103,Education,6086900,8.62,48,2023-03-09,2027-02-16,Active
10234,7004,1516,113,Business,216900,9.39,60,2024-10-23,2029-09-27,Closed
10235,7005,1576,134,Business,333400,11.0,36,2025-02-20,2028-02-05,Closed
10236,7006,5918,112,Personal,821000,11.98,180,2023-09-28,2038-07-11,Closed
10237,7008,5777,115,Personal,2896400,9.59,120,2023-05-05,2033-03-13,Closed
10238,7009,1542,144,Business,334900,7.93,12,2024-10-05,2025-09-30,Closed
10239,7010,1937,141,Home,951600,11.31,12,2024-06-03,2025-05-29,Closed
10240,7011,5050,144,Auto,335900,7.51,180,2024-03-26,2039-01-07,Active
10241,7013,3133,150,Education,601500,10.09,60,2024-08-24,2029-07-29,Default
10242,7014,3546,109,Auto,117400,7.38,24,2025-06-11,2027-06-01,Active
10243,7015,3540,114,Personal,299700,8.86,180,2024-04-17,2039-01-29,Closed
10244,7016,3757,138,Auto,253000,7.94,180,2025-01-22,2039-11-05,Closed
10245,7017,2754,126,Home,716200,10.79,120,2025-07-13,2035-05-22,Default
10246,7019,3550,148,Personal,988100,9.0,120,2024-06-20,2034-04-29,Active
10247,7021,1732,127,Home,171300,7.47,24,2024-02-19,2026-02-08,Closed
10248,7022,1834,134,Home,223200,9.53,48,2025-07-13,2029-06-22,Active
10249,7023,3153,144,Auto,330200,14.59,240,2024-09-24,2044-06-11,Active
10250,7024,5687,147,Auto,1156000,14.16,240,2024-07-07,2044-03-24,Active
10251,7025,2236,132,Home,120500,14.5,24,2025-12-25,2027-12-15,Closed
10252,7027,1285,143,Personal,1175800,10.33,24,2024-09-24,2026-09-14,Closed
10253,7028,4539,116,Business,619500,14.47,24,2025-01-29,2027-01-19,Closed
10254,7031,1896,131,Personal,118900,15.09,60,2025-02-22,2030-01-27,Active
10255,7032,3459,142,Personal,1832200,15.14,180,2023-09-19,2038-07-02,Active
10256,7034,2745,115,Auto,788800,8.06,36,2024-05-14,2027-04-29,Closed
10257,7040,5252,150,Personal,451300,14.0,240,2023-06-17,2043-03-04,Active
10258,7042,3957,139,Auto,110800,9.86,12,2023-01-06,2024-01-01,Default
10259,7043,1646,145,Auto,209600,10.82,60,2025-02-26,2030-01-31,Active
10260,7044,3240,138,Auto,567300,12.57,180,2023-05-08,2038-02-18,Active
10261,7045,2130,139,Personal,1153700,13.44,24,2023-05-06,2025-04-25,Active
10262,7046,2462,129,Personal,4093600,14.65,84,2024-07-15,2031-06-09,Closed
10263,7047,3279,122,Home,2994600,15.14,36,2025-10-29,2028-10-13,Active
10264,7049,2052,104,Personal,183700,13.54,240,2023-07-26,2043-04-12,Closed
10265,7051,3712,130,Auto,429000,9.04,120,2025-05-04,2035-03-13,Default
10266,7053,3418,144,Personal,428000,11.32,240,2025-04-06,2044-12-22,Active
10267,7054,3138,132,Home,290500,9.94,84,2023-01-17,2029-12-11,Default
10268,7055,2726,149,Education,995700,14.35,240,2024-01-15,2043-10-02,Default
10269,7059,5064,104,Business,297100,11.21,24,2025-07-06,2027-06-26,Active
10270,7061,1129,101,Education,288700,14.28,24,2025-12-08,2027-11-28,Closed
10271,7062,4154,138,Personal,779700,15.28,48,2024-04-21,2028-03-31,Default
10272,7065,5060,137,Auto,249400,9.44,60,2025-03-31,2030-03-05,Active
10273,7069,2635,136,Personal,1200100,7.25,240,2023-04-17,2043-01-02,Active
10274,7070,1798,140,Auto,155300,8.82,24,2023-06-15,2025-06-04,Default
10275,7071,1904,150,Personal,254000,12.44,180,2023-03-29,2038-01-09,Closed
10276,7072,5354,107,Personal,653500,13.88,60,2024-02-18,2029-01-22,Active
10277,7073,4172,138,Home,352000,13.36,240,2024-09-28,2044-06-15,Closed
10278,7076,4944,144,Home,440700,13.83,60,2025-11-11,2030-10-16,Closed
10279,7079,4365,137,Business,722300,14.86,24,2025-08-20,2027-08-10,Closed
10280,7080,1875,124,Home,674600,8.91,180,2024-09-02,2039-06-16,Active
10281,7084,1888,133,Home,1637000,7.43,12,2024-05-31,2025-05-26,Closed
10282,7086,4410,115,Personal,2990500,9.79,36,2025-10-24,2028-10-08,Active
10283,7087,4878,125,Auto,421700,14.26,48,2024-11-28,2028-11-07,Closed
10284,7089,5183,125,Business,1793200,13.19,120,2023-08-13,2033-06-21,Closed
10285,7090,5447,114,Home,287900,7.28,36,2023-04-30,2026-04-14,Active
10286,7092,4496,112,Auto,1107800,8.31,12,2025-03-20,2026-03-15,Closed
10287,7093,2833,140,Personal,1939500,14.9,48,2026-01-11,2029-12-21,Active
10288,7094,2255,112,Business,249000,11.22,180,2024-09-13,2039-06-27,Closed
10289,7095,4973,116,Business,538000,12.44,24,2024-06-28,2026-06-18,Active
10290,7098,1817,125,Personal,288000,7.8,120,2023-11-19,2033-09-27,Active
10291,7099,4771,111,Personal,869900,11.9,24,2024-04-07,2026-03-28,Active
10292,7100,4680,105,Home,2060500,14.19,12,2024-05-20,2025-05-15,Closed
10293,7102,5775,114,Personal,252700,14.67,240,2023-01-27,2042-10-14,Closed
10294,7104,1823,144,Home,121700,10.83,36,2025-06-13,2028-05-28,Active
10295,7105,5046,129,Personal,1732800,11.99,84,2024-03-21,2031-02-13,Closed
10296,7106,3496,102,Auto,1366500,13.2,24,2026-01-09,2027-12-30,Closed
10297,7107,2795,102,Personal,158100,10.39,240,2024-06-27,2044-03-14,Default
10298,7112,1329,150,Personal,382600,9.48,24,2025-05-22,2027-05-12,Closed
10299,7114,2818,112,Personal,259000,7.76,60,2026-01-12,2030-12-17,Active
10300,7115,4573,105,Personal,259900,8.66,60,2025-07-28,2030-07-02,Default
10301,7116,3898,112,Home,192300,15.35,84,2023-02-24,2030-01-18,Closed
10302,7117,4943,133,Education,429900,14.4,60,2024-09-03,2029-08-08,Active
10303,7118,2012,110,Personal,217300,9.94,180,2024-03-03,2038-12-15,Active
10304,7119,5469,149,Business,477900,14.06,240,2023-09-16,2043-06-03,Closed
10305,7120,3016,135,Auto,802100,13.5,240,2024-03-01,2043-11-17,Closed
10306,7122,1780,113,Auto,2160000,15.22,120,2023-05-13,2033-03-21,Active
10307,7123,4532,139,Auto,733600,7.34,24,2023-02-14,2025-02-03,Active
10308,7125,1187,140,Home,1906200,11.92,36,2023-11-29,2026-11-13,Active
10309,7126,1970,143,Education,609500,12.96,60,2024-12-25,2029-11-29,Closed
10310,7127,4449,149,Personal,422000,14.05,24,2025-05-15,2027-05-05,Closed
10311,7128,4486,110,Home,396500,13.82,180,2024-12-17,2039-09-30,Active
10312,7129,5140,115,Home,2206900,9.35,48,2025-02-05,2029-01-15,Closed
10313,7132,1701,138,Education,820000,12.98,120,2024-11-16,2034-09-25,Active
10314,7136,1916,109,Personal,543100,13.88,60,2023-09-29,2028-09-02,Closed
10315,7139,4752,126,Personal,1341600,11.39,240,2024-12-29,2044-09-15,Active
10316,7142,2091,102,Education,121500,11.26,36,2024-05-31,2027-05-16,Closed
10317,7143,1169,134,Education,271300,10.75,48,2025-03-31,2029-03-10,Active
10318,7146,3245,122,Education,1945300,8.77,84,2025-11-03,2032-09-27,Active
10319,7147,5109,112,Business,93900,14.08,120,2023-04-10,2033-02-16,Closed
10320,7152,1608,117,Personal,449900,11.27,180,2024-09-17,2039-07-01,Default
10321,7156,4786,118,Education,403200,8.14,180,2024-12-18,2039-10-01,Active
10322,7158,4945,144,Business,150400,14.77,12,2024-04-28,2025-04-23,Closed
10323,7159,5012,121,Education,865000,14.18,84,2024-09-26,2031-08-21,Closed
10324,7161,2092,122,Business,226500,10.59,12,2024-07-08,2025-07-03,Closed
10325,7162,3289,146,Auto,587700,13.65,12,2024-10-10,2025-10-05,Closed
10326,7163,4528,121,Personal,308000,8.41,48,2025-10-01,2029-09-10,Active
10327,7165,2735,135,Education,292200,15.26,240,2026-01-18,2045-10-05,Closed
10328,7166,4767,138,Education,801500,7.72,24,2024-01-18,2026-01-07,Closed
10329,7167,1154,125,Education,836200,14.49,48,2024-02-29,2028-02-08,Closed
10330,7169,2208,136,Business,807400,15.48,84,2025-12-29,2032-11-22,Closed
10331,7170,3616,113,Personal,1234700,9.46,180,2023-09-26,2038-07-09,Active
10332,7173,5642,119,Personal,69700,13.9,24,2023-03-12,2025-03-01,Closed
10333,7174,3890,115,Auto,1075000,14.77,12,2024-01-28,2025-01-22,Closed
10334,7177,5619,110,Personal,1982100,15.1,36,2024-12-09,2027-11-24,Default
10335,7178,4158,107,Auto,1750200,13.13,12,2023-06-10,2024-06-04,Active
10336,7179,4218,143,Business,539200,12.27,12,2025-01-02,2025-12-28,Active
10337,7182,3366,124,Business,177900,7.89,60,2025-04-30,2030-04-04,Active
10338,7185,4646,113,Personal,263800,10.99,240,2023-02-24,2042-11-11,Default
10339,7187,3942,141,Education,913200,10.35,120,2023-07-27,2033-06-04,Closed
10340,7188,4881,127,Education,881900,7.19,60,2024-10-18,2029-09-22,Default
10341,7190,3312,148,Personal,749700,9.43,48,2025-11-25,2029-11-04,Closed
10342,7191,3865,107,Auto,635400,13.32,60,2025-10-21,2030-09-25,Default
10343,7192,1185,106,Personal,2144000,9.59,60,2023-10-25,2028-09-28,Closed
10344,7193,4504,116,Auto,253200,7.29,60,2023-12-12,2028-11-15,Closed
10345,7194,5789,105,Education,579500,13.55,24,2023-05-14,2025-05-03,Closed
10346,7195,4006,137,Personal,495400,13.87,120,2025-01-29,2034-12-08,Active
10347,7197,5076,113,Personal,749600,7.23,180,2023-09-09,2038-06-22,Active
10348,7198,1567,126,Personal,138400,14.11,60,2025-03-13,2030-02-15,Active
10349,7199,2312,147,Home,163300,13.77,24,2023-06-09,2025-05-29,Active
10350,7200,5439,117,Business,195800,12.28,180,2024-02-16,2038-11-29,Default
10351,7201,4424,111,Auto,530600,7.38,120,2024-07-23,2034-06-01,Active
10352,7204,1624,114,Home,219000,15.02,48,2023-08-22,2027-08-01,Active
10353,7205,1498,122,Auto,360300,7.85,180,2023-10-18,2038-07-31,Active
10354,7208,2907,139,Auto,780700,13.11,120,2025-09-16,2035-07-26,Active
10355,7212,5634,131,Education,699200,13.49,120,2023-02-02,2032-12-11,Closed
10356,7213,1703,141,Home,534500,15.05,60,2024-04-24,2029-03-29,Active
10357,7215,1997,150,Home,854100,15.05,120,2023-07-14,2033-05-22,Active
10358,7216,4935,135,Education,764400,9.37,84,2024-04-16,2031-03-11,Active
10359,7218,3261,141,Home,1667800,8.97,180,2024-01-06,2038-10-19,Active
10360,7219,1587,135,Auto,287700,10.49,12,2024-12-06,2025-12-01,Active
10361,7220,3985,146,Auto,194600,14.95,240,2025-04-23,2045-01-08,Closed
10362,7223,3724,129,Personal,211700,13.15,120,2025-03-28,2035-02-04,Active
10363,7224,2005,129,Business,330300,14.75,48,2025-12-31,2029-12-10,Active
10364,7225,2776,128,Home,1118200,8.85,24,2025-10-21,2027-10-11,Active
10365,7226,2115,120,Personal,1725800,7.58,120,2024-07-14,2034-05-23,Active
10366,7229,3690,105,Home,382200,7.21,180,2025-04-06,2040-01-18,Active
10367,7230,1613,148,Auto,2196100,7.61,84,2025-04-12,2032-03-06,Active
10368,7234,1011,128,Home,1023600,14.15,60,2023-03-31,2028-03-04,Closed
10369,7235,2998,131,Auto,369200,14.41,36,2024-11-01,2027-10-17,Active
10370,7237,1764,122,Auto,822000,14.8,12,2024-08-04,2025-07-30,Active
10371,7238,5647,128,Auto,1931400,10.47,36,2025-11-27,2028-11-11,Closed
10372,7239,2871,127,Home,171700,10.96,48,2023-07-02,2027-06-11,Closed
10373,7240,1755,126,Auto,784300,8.62,180,2023-08-04,2038-05-17,Closed
10374,7241,4156,126,Auto,2565900,10.75,180,2026-01-11,2040-10-24,Closed
10375,7243,1055,150,Business,1655200,8.33,240,2025-10-28,2045-07-15,Default
10376,7244,4393,127,Business,192400,12.25,24,2026-01-04,2027-12-25,Active
10377,7247,4422,128,Education,1030400,7.14,12,2025-04-26,2026-04-21,Closed
10378,7249,3794,138,Education,373100,10.64,48,2023-07-02,2027-06-11,Active
10379,7251,5946,119,Home,532600,15.37,120,2024-10-16,2034-08-25,Closed
10380,7253,1822,145,Home,628800,15.45,36,2023-06-16,2026-05-31,Active
10381,7256,2902,107,Home,318200,13.57,240,2024-05-28,2044-02-13,Active
10382,7258,1448,141,Personal,512100,9.54,60,2023-03-16,2028-02-18,Active
10383,7260,5676,129,Education,471800,8.69,24,2024-03-03,2026-02-21,Active
10384,7261,4296,124,Home,429200,7.31,36,2025-09-18,2028-09-02,Closed
10385,7267,1543,122,Home,414600,10.56,84,2024-12-08,2031-11-02,Closed
10386,7269,2674,108,Education,389200,10.92,120,2023-01-26,2032-12-04,Closed
10387,7272,5252,120,Personal,702200,7.68,240,2023-01-30,2042-10-17,Active
10388,7273,3379,123,Business,125000,14.38,60,2025-02-23,2030-01-28,Closed
10389,7275,4036,112,Auto,886700,12.53,60,2026-01-04,2030-12-09,Active
10390,7276,5417,141,Home,884300,10.23,84,2025-09-10,2032-08-04,Active
10391,7277,2947,128,Business,1030400,14.27,60,2025-06-25,2030-05-30,Default
10392,7279,1202,123,Business,772800,10.5,240,2023-01-23,2042-10-10,Closed
10393,7283,5897,150,Business,1297600,14.21,240,2023-06-15,2043-03-02,Active
10394,7284,1986,121,Personal,756400,11.21,60,2025-03-30,2030-03-04,Active
10395,7285,4554,125,Home,913300,12.4,12,2023-12-15,2024-12-09,Closed
10396,7287,2905,133,Auto,258900,7.93,120,2024-08-14,2034-06-23,Closed
10397,7288,5749,104,Home,1404900,9.19,240,2025-06-01,2045-02-16,Closed
10398,7290,2890,109,Education,478600,12.54,48,2024-12-16,2028-11-25,Closed
10399,7291,2829,141,Personal,1223200,10.49,12,2023-12-07,2024-12-01,Closed
10400,7294,3404,121,Personal,694700,8.13,12,2025-02-21,2026-02-16,Closed
10401,7295,2360,148,Auto,268300,8.31,180,2023-09-18,2038-07-01,Active
10402,7296,1085,101,Home,472300,13.02,36,2024-08-29,2027-08-14,Active
10403,7298,4176,125,Personal,424000,12.82,24,2024-10-09,2026-09-29,Active
10404,7301,5579,132,Personal,799300,13.13,84,2024-12-10,2031-11-04,Active
10405,7302,5232,117,Auto,681900,13.13,24,2023-02-21,2025-02-10,Active
10406,7303,1076,143,Auto,464600,15.17,48,2023-07-07,2027-06-16,Active
10407,7304,1316,114,Personal,395400,15.25,12,2024-02-23,2025-02-17,Active
10408,7306,1956,146,Auto,775900,10.69,180,2023-11-20,2038-09-02,Closed
10409,7309,1018,121,Business,1233900,13.61,180,2024-05-20,2039-03-03,Active
10410,7310,5528,103,Personal,189400,13.27,240,2025-06-08,2045-02-23,Default
10411,7312,1149,149,Education,236700,8.47,48,2024-09-02,2028-08-12,Active
10412,7314,5315,136,Home,108300,13.64,12,2023-03-03,2024-02-26,Active
10413,7315,4980,101,Education,232200,14.17,84,2025-03-06,2032-01-29,Closed
10414,7316,1671,142,Business,1788000,7.32,48,2024-12-08,2028-11-17,Active
10415,7317,4682,117,Personal,843300,11.46,12,2023-09-10,2024-09-04,Active
10416,7319,3943,122,Home,494000,9.12,60,2024-07-14,2029-06-18,Active
10417,7320,2275,147,Auto,691800,14.93,48,2024-12-04,2028-11-13,Closed
10418,7321,4133,139,Auto,2242000,7.72,12,2024-10-20,2025-10-15,Closed
10419,7322,2503,131,Home,492500,12.6,120,2024-08-29,2034-07-08,Closed
10420,7323,3116,111,Home,458000,12.52,24,2024-04-07,2026-03-28,Closed
10421,7325,5925,104,Personal,436500,8.03,84,2024-10-19,2031-09-13,Active
10422,7327,3672,137,Home,378100,13.5,24,2023-04-02,2025-03-22,Closed
10423,7328,2553,119,Education,482000,9.3,60,2024-03-18,2029-02-20,Closed
10424,7329,4741,131,Business,216400,12.88,24,2024-03-25,2026-03-15,Default
10425,7330,5056,127,Home,112900,9.12,240,2023-10-11,2043-06-28,Closed
10426,7331,3563,149,Business,448000,10.33,12,2024-03-09,2025-03-04,Active
10427,7332,2902,118,Personal,712200,9.8,24,2023-11-30,2025-11-19,Active
10428,7333,4054,139,Auto,1265200,12.13,180,2025-07-28,2040-05-10,Active
10429,7339,1985,142,Auto,457400,12.29,240,2026-01-15,2045-10-02,Active
10430,7340,3428,114,Home,215100,11.43,12,2024-06-23,2025-06-18,Closed
10431,7343,2035,105,Home,1431800,8.27,36,2023-09-25,2026-09-09,Closed
10432,7344,1716,123,Auto,310400,12.49,48,2024-03-18,2028-02-26,Closed
10433,7345,2533,143,Auto,347300,9.03,60,2023-03-15,2028-02-17,Default
10434,7346,2178,137,Home,868800,10.64,12,2024-09-14,2025-09-09,Closed
10435,7347,5952,142,Business,391400,15.37,60,2024-09-06,2029-08-11,Default
10436,7349,1922,148,Home,94600,14.19,120,2024-04-28,2034-03-07,Closed
10437,7350,1694,126,Business,2700600,9.34,12,2025-04-08,2026-04-03,Active
10438,7351,1667,111,Education,670000,8.86,36,2024-05-22,2027-05-07,Closed
10439,7352,2252,127,Personal,2299100,11.83,180,2023-12-12,2038-09-24,Closed
10440,7354,5354,120,Business,1168700,7.74,48,2023-06-02,2027-05-12,Active
10441,7357,1884,114,Home,2280800,11.08,24,2023-04-06,2025-03-26,Closed
10442,7359,4904,139,Home,218300,10.87,36,2024-04-14,2027-03-30,Default
10443,7360,5211,142,Home,438700,15.45,120,2024-10-17,2034-08-26,Active
10444,7363,2703,139,Business,512500,7.27,120,2023-11-26,2033-10-04,Closed
10445,7365,1308,137,Auto,534000,14.45,180,2023-06-08,2038-03-21,Closed
10446,7367,2890,146,Auto,487200,14.94,120,2023-10-17,2033-08-25,Default
10447,7368,2982,140,Personal,291200,12.5,36,2023-08-03,2026-07-18,Active
10448,7369,5488,128,Home,847300,11.59,24,2024-05-25,2026-05-15,Default
10449,7371,2163,141,Business,1801600,8.22,180,2024-04-15,2039-01-27,Active
10450,7372,1866,105,Personal,508100,12.81,48,2023-07-21,2027-06-30,Closed
10451,7373,4749,133,Personal,825800,13.33,180,2025-01-25,2039-11-08,Active
10452,7376,1618,131,Business,888300,12.86,24,2023-03-29,2025-03-18,Active
10453,7379,4922,126,Home,979200,7.68,180,2023-08-08,2038-05-21,Default
10454,7384,4732,107,Home,446300,13.68,180,2024-05-14,2039-02-25,Active
10455,7385,4408,134,Auto,238900,8.94,84,2023-03-01,2030-01-23,Active
10456,7387,4655,103,Business,609700,9.23,120,2025-01-13,2034-11-22,Closed
10457,7388,2265,124,Personal,1223400,10.33,120,2024-03-05,2034-01-12,Closed
10458,7389,5324,107,Home,204100,12.63,36,2023-09-08,2026-08-23,Closed
10459,7390,2686,146,Auto,63000,11.81,12,2024-02-16,2025-02-10,Active
10460,7394,2553,128,Personal,197200,12.98,180,2023-11-02,2038-08-15,Active
10461,7395,4330,145,Personal,535800,12.6,84,2024-09-23,2031-08-18,Active
10462,7397,5319,132,Home,1073300,12.96,84,2024-08-16,2031-07-11,Closed
10463,7398,1485,107,Personal,410100,9.53,120,2025-05-08,2035-03-17,Active
10464,7399,3239,146,Auto,1609400,12.82,240,2026-01-03,2045-09-20,Closed
10465,7400,5653,109,Personal,1200300,13.77,120,2024-10-27,2034-09-05,Closed
10466,7401,1982,115,Education,263300,7.47,36,2024-01-11,2026-12-26,Active
10467,7402,2719,109,Home,2452200,15.0,180,2024-10-13,2039-07-27,Default
10468,7403,3194,134,Education,2218100,7.41,120,2024-10-17,2034-08-26,Closed
10469,7405,4792,137,Home,1398400,13.41,60,2023-05-02,2028-04-05,Closed
10470,7407,1083,104,Business,939400,12.48,120,2023-04-19,2033-02-25,Default
10471,7408,4097,138,Personal,603400,9.7,240,2024-03-02,2043-11-18,Closed
10472,7409,5549,114,Personal,582600,11.06,120,2025-12-18,2035-10-27,Default
10473,7411,3478,118,Home,1216100,14.8,60,2023-09-11,2028-08-15,Closed
10474,7413,2990,141,Business,396700,14.26,84,2024-07-16,2031-06-10,Default
10475,7414,2420,104,Home,182100,10.11,120,2024-06-26,2034-05-05,Default
10476,7415,5798,103,Personal,143600,10.3,36,2024-03-14,2027-02-27,Closed
10477,7416,1852,119,Education,296300,8.83,60,2025-10-11,2030-09-15,Closed
10478,7417,5314,127,Auto,497300,10.59,240,2025-04-18,2045-01-03,Closed
10479,7419,2612,130,Personal,1628100,12.57,12,2025-05-24,2026-05-19,Closed
10480,7421,3515,113,Home,1462900,10.84,84,2025-12-15,2032-11-08,Active
10481,7424,4704,133,Personal,538200,13.16,180,2024-02-06,2038-11-19,Active
10482,7425,5508,104,Business,139200,13.86,48,2023-09-02,2027-08-12,Closed
10483,7428,1386,135,Home,304100,9.72,12,2024-06-15,2025-06-10,Default
10484,7429,4494,119,Auto,360800,12.6,12,2023-03-12,2024-03-06,Active
10485,7430,5134,144,Auto,2844700,11.62,36,2025-04-13,2028-03-28,Active
10486,7433,4115,139,Home,560800,7.88,60,2024-01-03,2028-12-07,Closed
10487,7434,3166,132,Auto,410100,9.46,48,2025-03-12,2029-02-19,Closed
10488,7435,3654,142,Business,1060300,8.04,240,2024-06-01,2044-02-17,Closed
10489,7437,1198,145,Home,1616400,13.83,48,2024-11-21,2028-10-31,Default
10490,7439,2017,105,Education,600400,12.95,36,2025-05-12,2028-04-26,Active
10491,7441,3516,117,Home,1546000,13.83,180,2023-03-24,2038-01-04,Closed
10492,7443,2573,135,Education,95200,12.45,240,2023-07-04,2043-03-21,Active
10493,7444,1104,117,Home,582300,11.41,240,2024-07-02,2044-03-19,Active
10494,7445,3033,117,Home,454100,11.04,120,2025-01-24,2034-12-03,Closed
10495,7446,2258,125,Personal,296800,9.86,48,2025-10-02,2029-09-11,Active
