application_id,customer_id,application_date,loan_type,requested_amount,approval_status,rejection_reason
7122,1780,2023-04-14,Auto,2430600,Approved,
7123,4532,2023-02-04,Auto,856800,Approved,
7124,1699,2024-09-18,Personal,517900,Pending,
7125,1187,2023-11-06,Home,2429700,Approved,
7126,1970,2024-12-17,Education,658800,Approved,
7127,4449,2025-05-03,Personal,453600,Approved,
7128,4486,2024-12-11,Home,407700,Approved,
7129,5140,2025-01-31,Home,2378100,Approved,
7130,1166,2025-05-01,Home,472000,Pending,
7131,2176,2024-08-17,Personal,547900,Pending,
7132,1701,2024-10-29,Education,1019500,Approved,
7133,1209,2024-09-02,Home,401500,Pending,
7134,4270,2023-08-28,Personal,616400,Rejected,High Existing Debt
7135,4177,2024-01-14,Personal,364800,Rejected,Insufficient Income
7136,1916,2023-08-31,Personal,593100,Approved,
7137,5620,2024-04-24,Home,617800,Pending,
7138,5999,2023-03-10,Personal,465600,Rejected,High Existing Debt
7139,4752,2024-12-16,Personal,1349600,Approved,
7140,5310,2025-07-06,Business,1291300,Rejected,High Existing Debt
7141,2496,2025-11-01,Home,3575000,Pending,
7142,2091,2024-05-01,Education,126200,Approved,
7143,1169,2025-03-17,Education,316000,Approved,
7144,3200,2025-02-12,Business,680200,Pending,
7145,5570,2024-11-18,Business,778700,Rejected,Insufficient Income
7146,3245,2025-10-28,Education,2105300,Approved,
7147,5109,2023-03-11,Business,124500,Approved,
7148,1741,2023-03-02,Personal,1553900,Rejected,Low Credit Score
7149,3934,2023-12-05,Home,327800,Rejected,Insufficient Income
7150,5054,2025-05-11,Personal,235400,Pending,
7151,1162,2023-10-31,Education,725500,Pending,
7152,1608,2024-09-10,Personal,559100,Approved,
7153,1728,2023-10-11,Education,6895700,Rejected,Low Credit Score
7154,4785,2025-11-23,Personal,1143800,Rejected,Low Credit Score
7155,1643,2023-10-09,Education,1221500,Pending,
7156,4786,2024-12-03,Education,474500,Approved,
7157,5899,2024-10-23,Auto,506300,Rejected,Insufficient Income
7158,4945,2024-04-24,Business,176400,Approved,
7159,5012,2024-09-10,Education,892100,Approved,
7160,5044,2025-07-20,Home,166900,Rejected,Low Credit Score
7161,2092,2024-07-02,Business,227100,Approved,
7162,3289,2024-10-04,Auto,680500,Approved,
7163,4528,2025-09-14,Personal,363400,Approved,
7164,2023,2025-01-13,Personal,295800,Pending,
7165,2735,2025-12-23,Education,373200,Approved,
7166,4767,2023-12-30,Education,991300,Approved,
7167,1154,2024-02-11,Education,1065300,Approved,
7168,5278,2025-08-24,Home,207800,Rejected,Insufficient Income
7169,2208,2025-12-17,Business,965100,Approved,
7170,3616,2023-09-22,Personal,1318000,Approved,
7171,5661,2025-06-19,Personal,3978200,Rejected,High Existing Debt
7172,2981,2024-09-13,Home,961700,Pending,
7173,5642,2023-03-06,Personal,92300,Approved,
7174,3890,2024-01-03,Auto,1110700,Approved,
7175,3610,2024-08-13,Personal,1628500,Rejected,Insufficient Income
7176,1709,2025-09-30,Home,1657000,Rejected,Low Credit Score
7177,5619,2024-11-14,Personal,2129800,Approved,
7178,4158,2023-05-11,Auto,2078300,Approved,
7179,4218,2024-12-17,Business,611800,Approved,
7180,5050,2025-02-11,Personal,712800,Rejected,Insufficient Income
7181,5767,2024-10-23,Auto,317200,Rejected,Insufficient Income
7182,3366,2025-04-01,Business,228900,Approved,
7183,3583,2024-03-09,Education,270300,Rejected,Incomplete Documents
7184,2384,2023-04-17,Home,1388100,Rejected,Insufficient Income
7185,4646,2023-01-26,Personal,279200,Approved,
7186,3122,2024-08-01,Education,739700,Rejected,Incomplete Documents
7187,3942,2023-07-01,Education,965900,Approved,
7188,4881,2024-09-30,Education,1044200,Approved,
7189,1365,2024-01-13,Home,2177500,Pending,
7190,3312,2025-11-13,Personal,919700,Approved,
7191,3865,2025-09-26,Auto,709000,Approved,
7192,1185,2023-09-26,Personal,2581000,Approved,
7193,4504,2023-11-27,Auto,273400,Approved,
7194,5789,2023-04-19,Education,624400,Approved,
7195,4006,2025-01-16,Personal,498100,Approved,
7196,1730,2025-12-05,Auto,918900,Rejected,Incomplete Documents
7197,5076,2023-08-31,Personal,894300,Approved,
7198,1567,2025-02-11,Personal,181200,Approved,
7199,2312,2023-05-21,Home,168100,Approved,
7200,5439,2024-02-04,Business,260300,Approved,
7201,4424,2024-06-24,Auto,615600,Approved,
7202,1612,2023-01-19,Home,203500,Pending,
7203,5101,2024-08-15,Home,147200,Pending,
7204,1624,2023-08-09,Home,269000,Approved,
7205,1498,2023-10-15,Auto,422600,Approved,
7206,1223,2024-08-05,Personal,286900,Pending,
7207,1953,2023-11-21,Personal,945500,Pending,
7208,2907,2025-09-10,Auto,983700,Approved,
7209,2161,2025-08-09,Auto,2401300,Rejected,High Existing Debt
7210,3785,2024-09-26,Education,894500,Rejected,High Existing Debt
7211,4835,2024-05-10,Home,266100,Rejected,Low Credit Score
7212,5634,2023-01-23,Education,761100,Approved,
7213,1703,2024-04-06,Home,600300,Approved,
7214,4409,2024-01-14,Auto,1234800,Rejected,Insufficient Income
7215,1997,2023-07-08,Home,1003600,Approved,
7216,4935,2024-03-24,Education,834400,Approved,
7217,5828,2024-10-03,Education,1913400,Rejected,Incomplete Documents
7218,3261,2023-12-15,Home,2163500,Approved,
7219,1587,2024-11-28,Auto,298300,Approved,
7220,3985,2025-04-20,Auto,225400,Approved,
7221,3870,2023-01-28,Home,162600,Rejected,High Existing Debt
7222,4577,2024-11-03,Home,1031200,Rejected,Low Credit Score
7223,3724,2025-03-09,Personal,234200,Approved,
7224,2005,2025-12-07,Business,403200,Approved,
7225,2776,2025-10-15,Home,1126100,Approved,
7226,2115,2024-07-10,Personal,2000200,Approved,
7227,3900,2025-07-16,Education,410200,Rejected,High Existing Debt
7228,5721,2023-11-03,Personal,2790900,Rejected,Low Credit Score
7229,3690,2025-03-25,Home,479900,Approved,
7230,1613,2025-04-08,Auto,2780800,Approved,
7231,4611,2024-06-30,Business,228500,Pending,
7232,3578,2025-12-15,Auto,653100,Rejected,Low Credit Score
7233,2404,2024-11-18,Education,461900,Rejected,Incomplete Documents
7234,1011,2023-03-27,Home,1249200,Approved,
7235,2998,2024-10-21,Auto,391400,Approved,
7236,1555,2025-06-29,Home,1160700,Rejected,High Existing Debt
7237,1764,2024-07-27,Auto,994000,Approved,
7238,5647,2025-11-03,Auto,2506400,Approved,
7239,2871,2023-06-27,Home,199300,Approved,
7240,1755,2023-07-28,Auto,976000,Approved,
7241,4156,2025-12-28,Auto,2617600,Approved,
7242,1337,2025-06-29,Business,1138100,Rejected,Low Credit Score
7243,1055,2025-10-12,Business,1962900,Approved,
7244,4393,2025-12-22,Business,232100,Approved,
7245,2117,2025-03-05,Education,159300,Pending,
7246,5204,2024-01-17,Personal,1180700,Rejected,High Existing Debt
7247,4422,2025-04-08,Education,1195300,Approved,
7248,5645,2025-01-17,Auto,201500,Rejected,Low Credit Score
7249,3794,2023-06-16,Education,492700,Approved,
7250,5683,2025-10-20,Home,451000,Rejected,Incomplete Documents
7251,5946,2024-09-20,Home,603400,Approved,
7252,5585,2023-08-21,Home,471800,Pending,
7253,1822,2023-06-12,Home,630900,Approved,
7254,5169,2024-08-15,Personal,2303200,Rejected,High Existing Debt
7255,4163,2024-05-18,Personal,1229000,Rejected,High Existing Debt
7256,2902,2024-05-20,Home,380700,Approved,
7257,3868,2024-09-26,Auto,3498800,Rejected,Insufficient Income
7258,1448,2023-03-01,Personal,520500,Approved,
7259,5926,2025-12-21,Home,657700,Rejected,Low Credit Score
7260,5676,2024-02-04,Education,604500,Approved,
7261,4296,2025-09-15,Home,478200,Approved,
7262,4288,2024-06-27,Auto,549800,Pending,
7263,1166,2023-12-24,Education,128800,Rejected,Insufficient Income
7264,1434,2024-05-01,Personal,374900,Rejected,Low Credit Score
7265,2820,2023-09-04,Auto,5363700,Rejected,High Existing Debt
7266,5166,2023-02-07,Home,791500,Pending,
7267,1543,2024-11-09,Home,523200,Approved,
7268,3233,2024-03-21,Auto,1490100,Pending,
7269,2674,2023-01-16,Education,401300,Approved,
7270,1140,2023-02-23,Home,1085000,Rejected,High Existing Debt
7271,4335,2025-01-18,Business,2261600,Pending,
7272,5252,2023-01-18,Personal,754100,Approved,
7273,3379,2025-02-10,Business,129000,Approved,
7274,2504,2024-07-02,Personal,403800,Rejected,Low Credit Score
7275,4036,2025-12-27,Auto,960600,Approved,
7276,5417,2025-09-03,Home,963200,Approved,
7277,2947,2025-06-06,Business,1168100,Approved,
7278,5260,2024-11-18,Home,150500,Pending,
7279,1202,2023-01-19,Business,871900,Approved,
7280,5186,2024-08-20,Personal,472400,Rejected,Low Credit Score
7281,5682,2025-01-16,Home,506000,Rejected,Incomplete Documents
7282,2470,2023-11-05,Auto,324300,Rejected,Incomplete Documents
7283,5897,2023-05-26,Business,1372000,Approved,
7284,1986,2025-03-17,Personal,846900,Approved,
7285,4554,2023-11-25,Home,1064200,Approved,
7286,1677,2025-02-21,Business,1504700,Rejected,High Existing Debt
7287,2905,2024-08-07,Auto,279300,Approved,
7288,5749,2025-05-20,Home,1417700,Approved,
7289,4050,2025-09-10,Business,1468400,Rejected,High Existing Debt
7290,2890,2024-12-03,Education,489700,Approved,
7291,2829,2023-12-04,Personal,1471300,Approved,
7292,1764,2025-03-04,Personal,531700,Rejected,Incomplete Documents
7293,5751,2023-06-26,Auto,133100,Pending,
7294,3404,2025-02-10,Personal,820400,Approved,
7295,2360,2023-09-04,Auto,271200,Approved,
7296,1085,2024-08-11,Home,584400,Approved,
7297,1866,2024-12-14,Home,2270900,Rejected,Low Credit Score
7298,4176,2024-09-22,Personal,542300,Approved,
7299,2142,2024-10-10,Business,2328700,Pending,
7300,2062,2025-06-24,Business,399000,Rejected,High Existing Debt
7301,5579,2024-11-19,Personal,919700,Approved,
7302,5232,2023-02-17,Auto,791500,Approved,
7303,1076,2023-06-25,Auto,523800,Approved,
7304,1316,2024-02-03,Personal,521700,Approved,
7305,1497,2023-02-14,Auto,242600,Rejected,Low Credit Score
7306,1956,2023-11-10,Auto,967900,Approved,
7307,1621,2023-06-15,Personal,1575600,Rejected,Low Credit Score
7308,4640,2025-10-12,Personal,72700,Rejected,Incomplete Documents
7309,1018,2024-04-25,Business,1297900,Approved,
7310,5528,2025-05-30,Personal,225400,Approved,
7311,1616,2024-11-29,Home,1499000,Rejected,Low Credit Score
7312,1149,2024-08-31,Education,241700,Approved,
7313,5536,2023-07-10,Education,706500,Rejected,Incomplete Documents
7314,5315,2023-02-12,Home,121400,Approved,
7315,4980,2025-02-10,Education,307400,Approved,
7316,1671,2024-11-13,Business,1797800,Approved,
7317,4682,2023-08-25,Personal,1016900,Approved,
7318,2019,2025-03-27,Personal,969500,Rejected,Low Credit Score
7319,3943,2024-06-15,Home,586500,Approved,
7320,2275,2024-11-15,Auto,707600,Approved,
7321,4133,2024-10-18,Auto,2312500,Approved,
7322,2503,2024-07-31,Home,534600,Approved,
7323,3116,2024-03-09,Home,608600,Approved,
7324,5349,2024-03-29,Personal,1625100,Rejected,High Existing Debt
7325,5925,2024-10-03,Personal,581300,Approved,
7326,1884,2024-03-02,Education,418100,Pending,
7327,3672,2023-03-14,Home,475900,Approved,
7328,2553,2024-02-25,Education,512400,Approved,
7329,4741,2024-03-11,Business,225700,Approved,
7330,5056,2023-10-09,Home,140100,Approved,
7331,3563,2024-02-13,Business,582100,Approved,
7332,2902,2023-11-16,Personal,831300,Approved,
7333,4054,2025-07-14,Auto,1288100,Approved,
7334,3663,2024-01-04,Auto,235800,Pending,
7335,1155,2024-01-29,Education,2282800,Rejected,High Existing Debt
7336,3894,2024-09-12,Auto,116300,Rejected,Low Credit Score
7337,1388,2025-09-23,Education,1191700,Rejected,Incomplete Documents
7338,1004,2025-11-06,Personal,618700,Rejected,Incomplete Documents
7339,1985,2025-12-29,Auto,519100,Approved,
7340,3428,2024-05-26,Home,230500,Approved,
7341,2739,2025-04-11,Personal,512900,Rejected,Insufficient Income
7342,5129,2025-05-23,Auto,459000,Rejected,Insufficient Income
7343,2035,2023-08-26,Home,1544300,Approved,
7344,1716,2024-02-19,Auto,322100,Approved,
7345,2533,2023-02-26,Auto,348700,Approved,
7346,2178,2024-09-08,Home,873100,Approved,
7347,5952,2024-08-16,Business,442300,Approved,
7348,2903,2023-02-19,Home,244800,Rejected,High Existing Debt
7349,1922,2024-04-14,Home,113500,Approved,
7350,1694,2025-03-19,Business,2851600,Approved,
7351,1667,2024-04-29,Education,723800,Approved,
7352,2252,2023-11-28,Personal,2430500,Approved,
7353,1102,2025-08-23,Business,738600,Rejected,Incomplete Documents
7354,5354,2023-05-25,Business,1416600,Approved,
7355,2801,2023-07-25,Home,2843400,Rejected,Incomplete Documents
7356,1072,2025-06-24,Personal,1475800,Pending,
7357,1884,2023-03-31,Home,2546200,Approved,
7358,4050,2023-06-19,Personal,2263900,Pending,
7359,4904,2024-04-07,Home,274100,Approved,
7360,5211,2024-10-15,Home,545000,Approved,
7361,5673,2024-02-24,Business,1916100,Pending,
7362,2434,2024-02-01,Education,340200,Rejected,Insufficient Income
7363,2703,2023-11-05,Business,608400,Approved,
7364,4212,2024-12-15,Home,580200,Rejected,Low Credit Score
7365,1308,2023-05-13,Auto,575700,Approved,
7366,5883,2023-10-31,Education,818300,Rejected,Incomplete Documents
7367,2890,2023-10-07,Auto,589800,Approved,
7368,2982,2023-07-20,Personal,350000,Approved,
7369,5488,2024-05-05,Home,892100,Approved,
7370,1087,2023-10-25,Education,541800,Rejected,Low Credit Score
7371,2163,2024-03-23,Business,1841500,Approved,
7372,1866,2023-07-16,Personal,529300,Approved,
7373,4749,2025-01-01,Personal,1037200,Approved,
7374,1153,2023-03-02,Personal,491900,Rejected,High Existing Debt
7375,3712,2025-04-30,Education,108800,Rejected,Incomplete Documents
7376,1618,2023-03-13,Business,1027600,Approved,
7377,3338,2025-04-02,Personal,2886300,Pending,
7378,2519,2024-03-27,Personal,689700,Rejected,Insufficient Income
7379,4922,2023-07-18,Home,1057700,Approved,
7380,1938,2025-04-03,Home,700400,Rejected,Incomplete Documents
7381,5967,2023-10-10,Home,598400,Pending,
7382,2615,2025-11-29,Education,2326100,Rejected,Incomplete Documents
7383,3525,2024-01-06,Personal,1190200,Pending,
7384,4732,2024-04-21,Home,480900,Approved,
7385,4408,2023-02-27,Auto,281300,Approved,
7386,4901,2024-07-01,Personal,3223800,Pending,
7387,4655,2024-12-14,Business,713000,Approved,
7388,2265,2024-02-20,Personal,1368000,Approved,
7389,5324,2023-08-27,Home,222000,Approved,
7390,2686,2024-01-19,Auto,82000,Approved,
7391,1975,2024-02-11,Education,262700,Rejected,Incomplete Documents
7392,5169,2023-04-21,Auto,1060400,Rejected,High Existing Debt
7393,5092,2023-10-12,Education,354000,Rejected,Low Credit Score
7394,2553,2023-10-28,Personal,216400,Approved,
7395,4330,2024-08-25,Personal,610200,Approved,
7396,5359,2024-06-29,Education,572500,Pending,
7397,5319,2024-08-04,Home,1413200,Approved,
7398,1485,2025-04-29,Personal,536100,Approved,
7399,3239,2025-12-30,Auto,2012200,Approved,
7400,5653,2024-10-03,Personal,1430800,Approved,
7401,1982,2023-12-20,Education,280000,Approved,
7402,2719,2024-10-02,Home,2959100,Approved,
7403,3194,2024-09-24,Education,2357500,Approved,
7404,3613,2023-07-01,Auto,550700,Rejected,High Existing Debt
7405,4792,2023-04-20,Home,1599200,Approved,
7406,3439,2023-06-13,Home,3486400,Rejected,Insufficient Income
7407,1083,2023-04-13,Business,1170800,Approved,
7408,4097,2024-02-08,Personal,639000,Approved,
7409,5549,2025-12-03,Personal,626100,Approved,
7410,2688,2025-11-21,Home,227400,Rejected,Insufficient Income
7411,3478,2023-09-06,Home,1602200,Approved,
7412,4575,2025-03-16,Personal,1107800,Pending,
7413,2990,2024-06-26,Business,424800,Approved,
7414,2420,2024-06-13,Home,198600,Approved,
7415,5798,2024-02-17,Personal,170200,Approved,
7416,1852,2025-09-17,Education,326600,Approved,
7417,5314,2025-04-10,Auto,631200,Approved,
7418,1460,2025-05-29,Home,1152700,Pending,
7419,2612,2025-04-28,Personal,1815200,Approved,
7420,3570,2024-06-15,Home,1203700,Rejected,Insufficient Income
7421,3515,2025-11-20,Home,1844400,Approved,
7422,4755,2024-11-28,Business,695500,Rejected,Incomplete Documents
7423,4361,2025-09-25,Auto,581300,Rejected,Incomplete Documents
7424,4704,2024-01-26,Personal,691600,Approved,
7425,5508,2023-08-12,Business,173900,Approved,
7426,3734,2025-09-09,Auto,1586300,Pending,
7427,2901,2025-08-14,Auto,348000,Rejected,Insufficient Income
7428,1386,2024-05-23,Home,389700,Approved,
7429,4494,2023-02-18,Auto,462000,Approved,
7430,5134,2025-03-18,Auto,2930200,Approved,
7431,3967,2024-12-10,Business,284100,Pending,
7432,4316,2025-11-04,Personal,644600,Rejected,Low Credit Score
7433,4115,2023-12-12,Home,575300,Approved,
7434,3166,2025-02-18,Auto,439300,Approved,
7435,3654,2024-05-07,Business,1121300,Approved,
7436,2348,2023-08-27,Home,171500,Rejected,Low Credit Score
7437,1198,2024-10-27,Home,1924200,Approved,
7438,2506,2025-07-14,Home,625300,Rejected,Low Credit Score
7439,2017,2025-05-10,Education,677600,Approved,
7440,4776,2025-07-14,Home,1818300,Pending,
7441,3516,2023-03-18,Home,1621100,Approved,
7442,1832,2023-08-21,Business,369400,Rejected,High Existing Debt
7443,2573,2023-06-20,Education,109100,Approved,
7444,1104,2024-06-17,Home,623300,Approved,
7445,3033,2025-01-16,Home,530600,Approved,
7446,2258,2025-09-27,Personal,354800,Approved,
7447,3082,2023-09-30,Home,805300,Approved,
7448,5816,2025-11-14,Auto,918600,Approved,
7449,1337,2025-01-26,Personal,475500,Rejected,High Existing Debt
7450,5293,2025-04-17,Personal,773800,Rejected,Insufficient Income
7451,1995,2024-07-02,Personal,1669000,Pending,
7452,4302,2024-04-18,Personal,2714300,Approved,
7453,1100,2024-05-30,Home,318500,Approved,
7454,3111,2023-02-27,Home,1619400,Approved,
7455,2358,2023-06-21,Auto,451900,Rejected,Low Credit Score
7456,2021,2023-09-30,Personal,266100,Approved,
7457,3958,2023-05-26,Auto,1102100,Approved,
7458,4778,2025-05-03,Business,275400,Approved,
7459,3332,2025-04-08,Business,148900,Approved,
7460,2743,2023-10-27,Home,485500,Approved,
7461,1876,2023-05-27,Home,365900,Rejected,Low Credit Score
7462,1419,2025-07-09,Business,719300,Approved,
7463,1991,2024-07-02,Personal,685700,Approved,
7464,3475,2025-10-17,Education,1223600,Approved,
7465,1684,2025-12-17,Home,138800,Rejected,Insufficient Income
7466,5847,2023-02-01,Personal,477800,Approved,
7467,1043,2024-02-14,Home,121200,Rejected,Low Credit Score
7468,3036,2024-03-06,Business,859900,Approved,
7469,4380,2023-08-10,Home,1346800,Approved,
7470,2646,2023-02-20,Home,481800,Approved,
7471,4973,2025-03-19,Auto,365900,Approved,
7472,5243,2025-09-24,Business,221800,Approved,
7473,4998,2024-12-05,Education,1892900,Approved,
7474,5913,2024-07-26,Personal,1330800,Rejected,High Existing Debt
7475,3429,2025-06-13,Business,1192600,Approved,
7476,2775,2024-04-03,Home,1164700,Approved,
7477,2727,2025-03-13,Personal,765400,Approved,
7478,4188,2024-08-19,Personal,3879700,Rejected,Low Credit Score
7479,2489,2025-11-29,Auto,1233600,Approved,
7480,4741,2025-09-04,Home,383300,Approved,
7481,1844,2025-07-28,Business,140200,Approved,
7482,4279,2023-09-04,Business,63000,Rejected,Insufficient Income
7483,2077,2023-12-04,Home,453800,Rejected,Insufficient Income
7484,5309,2024-06-07,Business,1036200,Rejected,Low Credit Score
7485,3296,2023-02-09,Business,1414000,Approved,
7486,2514,2025-11-19,Auto,504200,Approved,
7487,3898,2025-04-11,Personal,229100,Approved,
7488,5861,2023-10-24,Education,177900,Pending,
7489,4928,2025-04-26,Personal,592100,Approved,
7490,4009,2023-10-30,Education,686500,Pending,
7491,4108,2025-01-01,Home,68700,Approved,
7492,5000,2024-08-28,Personal,609200,Approved,
7493,4482,2024-03-07,Personal,1366000,Approved,
7494,3232,2025-06-07,Home,685000,Rejected,High Existing Debt
7495,1067,2023-08-30,Home,600300,Approved,
7496,3081,2024-12-31,Education,766000,Approved,
7497,2548,2025-05-13,Home,931400,Pending,
7498,2269,2024-05-06,Home,326800,Approved,
7499,2510,2023-11-07,Personal,2284200,Approved,
7500,5692,2025-07-20,Home,996000,Approved,
7501,1849,2024-10-20,Home,621700,Approved,
7502,2875,2023-05-26,Education,648700,Approved,
7503,1602,2024-12-30,Personal,426800,Approved,
7504,5202,2025-09-16,Personal,2195800,Rejected,Incomplete Documents
7505,5781,2025-07-12,Personal,1966500,Approved,
7506,2413,2023-05-31,Home,625500,Approved,
7507,3583,2024-04-07,Business,986600,Approved,
7508,3851,2023-01-11,Education,4210700,Approved,
7509,3289,2024-03-02,Personal,940300,Approved,
7510,1096,2025-05-02,Home,177500,Approved,
7511,5221,2025-06-14,Auto,1130300,Rejected,Insufficient Income
7512,1234,2023-10-28,Auto,138500,Approved,
7513,5785,2023-02-08,Personal,257200,Rejected,High Existing Debt
7514,5678,2025-09-17,Personal,555600,Approved,
7515,5216,2024-08-13,Personal,749800,Approved,
7516,4549,2025-09-11,Business,1597200,Approved,
7517,1022,2025-10-15,Home,3688000,Approved,
7518,3809,2025-07-29,Personal,717800,Approved,
7519,2236,2025-05-25,Personal,793600,Rejected,High Existing Debt
7520,3523,2024-05-30,Personal,1108500,Approved,
7521,5935,2024-12-05,Business,288700,Approved,
7522,3236,2024-09-05,Personal,276200,Approved,
7523,1418,2024-11-26,Auto,384200,Approved,
7524,1553,2025-06-25,Business,554900,Approved,
7525,3588,2024-08-19,Personal,246200,Approved,
7526,4891,2024-07-15,Personal,434700,Approved,
7527,1036,2023-12-14,Home,940400,Approved,
7528,5066,2024-07-17,Auto,1010100,Approved,
7529,1531,2023-09-19,Personal,365300,Pending,
7530,5784,2024-12-10,Home,283800,Rejected,High Existing Debt
7531,3172,2023-10-16,Business,147800,Approved,
7532,4090,2025-04-28,Auto,887100,Rejected,High Existing Debt
7533,5801,2024-01-31,Education,765000,Approved,
7534,1918,2023-10-14,Business,343100,Approved,
7535,4260,2025-09-21,Business,127600,Approved,
7536,4236,2024-06-29,Personal,940400,Rejected,Insufficient Income
7537,3068,2023-02-01,Personal,852000,Rejected,Low Credit Score
7538,2020,2024-07-05,Business,297600,Approved,
7539,3024,2025-11-20,Home,224900,Rejected,Incomplete Documents
7540,3161,2025-10-02,Business,2960300,Approved,
7541,2341,2023-10-25,Business,562100,Approved,
7542,3405,2025-04-22,Personal,273600,Pending,
7543,5932,2024-11-30,Personal,987400,Approved,
7544,1772,2024-02-19,Home,187000,Pending,
7545,3874,2025-11-24,Auto,612600,Rejected,Low Credit Score
7546,1717,2023-01-27,Home,885300,Pending,
7547,5519,2024-10-06,Personal,713800,Rejected,Insufficient Income
7548,2081,2025-08-04,Education,588500,Approved,
7549,5160,2025-01-12,Personal,407700,Approved,
7550,3557,2024-08-26,Education,391000,Rejected,Insufficient Income
7551,2458,2025-07-24,Business,2104000,Approved,
7552,4602,2023-12-12,Home,327700,Approved,
7553,4838,2023-07-15,Personal,462800,Approved,
7554,1081,2023-07-29,Auto,109100,Rejected,High Existing Debt
7555,3429,2025-08-31,Business,3133800,Approved,
7556,4996,2024-06-11,Education,522400,Approved,
7557,3696,2024-09-20,Auto,831100,Rejected,Insufficient Income
7558,5512,2024-02-08,Auto,2730300,Approved,
7559,3667,2023-07-09,Personal,351800,Approved,
7560,3182,2023-04-17,Personal,234300,Approved,
7561,3760,2024-10-29,Business,929300,Pending,
7562,4880,2024-03-19,Business,769800,Approved,
7563,4763,2024-06-11,Education,3155300,Approved,
7564,5655,2025-11-18,Auto,755300,Approved,
7565,1223,2024-12-12,Auto,1156700,Approved,
7566,2015,2024-10-25,Personal,694300,Rejected,Incomplete Documents
7567,2019,2025-03-19,Personal,286800,Approved,
7568,4975,2023-03-04,Home,166400,Approved,
7569,3297,2024-05-08,Home,1191800,Approved,
7570,1226,2023-09-27,Personal,253100,Approved,
7571,4126,2025-06-04,Home,1007200,Approved,
7572,5061,2023-12-19,Personal,630900,Approved,
7573,5583,2024-10-01,Home,556600,Approved,
7574,4128,2024-10-12,Personal,448800,Approved,
7575,4948,2023-05-28,Personal,313200,Approved,
7576,5412,2025-01-30,Education,866800,Approved,
7577,2587,2024-02-09,Auto,434300,Rejected,Incomplete Documents
7578,5496,2025-04-20,Education,599800,Rejected,Low Credit Score
7579,2516,2024-02-08,Personal,2178200,Approved,
7580,1769,2023-04-27,Education,983400,Approved,
7581,2036,2024-05-16,Business,486000,Rejected,Incomplete Documents
7582,1024,2025-01-17,Personal,437500,Rejected,High Existing Debt
7583,3174,2023-06-23,Auto,345400,Approved,
7584,5427,2024-04-22,Home,281900,Rejected,Incomplete Documents
7585,5201,2024-07-01,Personal,878300,Rejected,Low Credit Score
7586,5002,2025-05-22,Home,140800,Rejected,Incomplete Documents
7587,4293,2024-07-14,Education,879900,Approved,
7588,3081,2025-05-30,Personal,3050100,Approved,
7589,2185,2023-11-22,Auto,1558300,Rejected,High Existing Debt
7590,3113,2023-01-09,Auto,224200,Rejected,Incomplete Documents
7591,4148,2025-10-01,Home,3855300,Pending,
7592,4118,2024-12-05,Home,1204100,Approved,
7593,4948,2023-10-13,Auto,221900,Approved,
7594,3498,2024-02-20,Personal,161100,Approved,
7595,4032,2024-12-24,Home,339700,Rejected,Insufficient Income
7596,1950,2025-08-13,Personal,631500,Approved,
7597,5530,2025-08-08,Home,950400,Approved,
7598,1626,2025-12-20,Home,380900,Approved,
7599,1405,2023-10-21,Personal,408600,Pending,
7600,4870,2023-12-06,Auto,822300,Pending,
7601,1143,2025-05-28,Home,324800,Approved,
7602,4721,2025-03-29,Auto,681200,Approved,
7603,3807,2023-07-05,Home,1220900,Rejected,Insufficient Income
7604,1288,2025-05-31,Home,571300,Approved,
7605,5168,2025-02-14,Home,2096000,Rejected,Insufficient Income
7606,5503,2025-03-12,Home,548800,Approved,
7607,2819,2024-10-23,Personal,251100,Approved,
7608,5650,2023-07-09,Personal,3423600,Approved,
7609,4293,2023-12-19,Personal,1151100,Approved,
7610,1779,2023-02-08,Personal,651500,Rejected,Insufficient Income
7611,2941,2025-06-04,Business,630900,Pending,
7612,2068,2023-01-22,Business,291200,Rejected,High Existing Debt
7613,1990,2024-12-13,Auto,643900,Rejected,Insufficient Income
7614,1289,2023-01-31,Personal,339300,Approved,
7615,4895,2025-04-15,Home,1827300,Approved,
7616,5877,2024-12-26,Auto,883800,Approved,
7617,4108,2023-02-23,Business,723000,Rejected,High Existing Debt
7618,4671,2024-01-06,Education,389100,Approved,
7619,5634,2023-04-07,Personal,667700,Approved,
7620,5554,2025-06-03,Home,179900,Approved,
7621,2175,2024-06-13,Education,1040100,Rejected,Insufficient Income
7622,2160,2025-11-25,Personal,386000,Pending,
7623,2806,2023-11-14,Auto,332300,Approved,
7624,4538,2025-12-10,Home,3151200,Rejected,Insufficient Income
7625,4566,2023-10-14,Education,1100100,Approved,
7626,2689,2024-10-11,Home,210500,Approved,
7627,4028,2023-08-31,Education,1554800,Rejected,High Existing Debt
7628,1644,2024-02-17,Auto,122500,Approved,
7629,5347,2023-08-10,Personal,276800,Approved,
7630,5975,2025-11-20,Personal,859100,Approved,
7631,5201,2025-05-21,Personal,594900,Rejected,Low Credit Score
7632,3620,2025-12-27,Home,336200,Rejected,Insufficient Income
7633,2623,2025-09-20,Home,759300,Rejected,High Existing Debt
7634,3517,2025-02-23,Education,371800,Approved,
7635,1555,2023-04-06,Auto,710000,Pending,
7636,2844,2023-08-13,Auto,921600,Rejected,Low Credit Score
7637,1533,2025-01-04,Personal,2158500,Approved,
