credit_profile_id,customer_id,credit_score,credit_band,credit_history_years,existing_loans,total_outstanding,last_updated
9149,2149,633,Fair,8.1,3,325900,2025-09-08
9150,2150,607,Fair,11.9,0,314300,2025-07-27
9151,2151,790,Excellent,11.5,1,252400,2025-10-22
9152,2152,817,Excellent,8.9,1,607600,2025-09-17
9153,2153,693,Fair,2.8,1,768500,2025-11-04
9154,2154,735,Good,4.1,0,800300,2025-04-23
9155,2155,718,Good,4.4,1,137900,2025-10-02
9156,2156,527,Poor,1.5,2,253100,2025-04-02
9157,2157,706,Good,6.3,0,50800,2025-09-30
9158,2158,800,Excellent,9.5,0,555700,2025-06-22
9159,2159,602,Fair,3.0,0,643800,2025-05-10
9160,2160,595,Poor,3.5,1,814900,2025-03-29
9161,2161,635,Fair,10.9,0,1600200,2025-09-03
9162,2162,654,Fair,3.4,4,783400,2025-02-24
9163,2163,740,Good,2.9,0,486200,2025-12-13
9164,2164,789,Excellent,14.7,1,328200,2025-01-04
9165,2165,787,Excellent,1.2,1,3114900,2025-12-22
9166,2166,739,Good,5.6,1,380200,2025-11-12
9167,2167,571,Poor,1.5,0,2625900,2025-01-29
9168,2168,570,Poor,12.7,2,162400,2025-07-08
9169,2169,745,Good,9.2,2,226600,2025-02-15
9170,2170,571,Poor,1.7,3,594500,2025-04-07
9171,2171,732,Good,9.6,0,20100,2025-02-18
9172,2172,711,Good,2.7,0,241800,2025-04-30
9173,2173,655,Fair,7.9,0,881700,2025-05-26
9174,2174,499,Poor,10.4,2,213000,2025-11-28
9175,2175,705,Good,3.1,0,299900,2025-09-06
9176,2176,728,Good,8.0,2,72400,2025-03-15
9177,2177,648,Fair,7.4,2,207900,2025-09-30
9178,2178,608,Fair,13.8,2,143000,2025-04-17
9179,2179,712,Good,14.9,1,590700,2025-12-18
9180,2180,581,Poor,10.2,4,620700,2025-07-03
9181,2181,736,Good,13.0,1,146600,2025-12-11
9182,2182,769,Excellent,10.1,0,127900,2025-11-04
9183,2183,543,Poor,13.3,1,1222700,2025-03-12
9184,2184,650,Fair,7.1,2,91600,2025-01-20
9185,2185,686,Fair,9.5,0,605800,2025-06-06
9186,2186,689,Fair,12.8,1,310700,2025-12-05
9187,2187,624,Fair,13.9,0,817900,2025-08-13
9188,2188,590,Poor,1.3,2,359700,2025-06-27
9189,2189,655,Fair,2.5,0,186300,2025-04-28
9190,2190,738,Good,14.0,0,105200,2025-06-08
9191,2191,733,Good,9.0,0,107600,2025-01-13
9192,2192,734,Good,14.9,0,96400,2025-02-25
9193,2193,784,Excellent,12.1,1,270900,2025-08-28
9194,2194,611,Fair,12.5,0,622800,2025-10-02
9195,2195,662,Fair,6.4,0,131400,2025-11-22
9196,2196,676,Fair,4.6,2,118200,2025-06-05
9197,2197,474,Poor,9.4,2,352500,2025-03-21
9198,2198,707,Good,13.3,1,1048800,2025-04-24
9199,2199,688,Fair,11.2,4,601300,2025-02-02
9200,2200,605,Fair,7.6,3,276300,2025-04-24
9201,2201,755,Excellent,11.5,2,119000,2025-03-04
9202,2202,751,Excellent,10.7,0,313300,2025-01-26
9203,2203,720,Good,13.8,2,665200,2025-03-28
9204,2204,562,Poor,4.7,2,507400,2025-09-14
9205,2205,617,Fair,2.7,2,378400,2025-04-03
9206,2206,713,Good,7.6,2,814500,2025-07-19
9207,2207,650,Fair,6.1,0,1154500,2025-12-28
9208,2208,673,Fair,14.6,1,636600,2025-07-24
9209,2209,607,Fair,1.1,4,49500,2025-03-25
9210,2210,704,Good,14.1,0,716100,2025-04-17
9211,2211,803,Excellent,14.4,0,262700,2025-09-04
9212,2212,714,Good,1.7,0,338500,2025-01-05
9213,2213,763,Excellent,13.5,1,238700,2025-09-25
9214,2214,756,Excellent,7.6,2,162800,2025-10-31
9215,2215,663,Fair,11.7,0,35500,2025-01-14
9216,2216,676,Fair,2.1,0,392300,2025-11-05
9217,2217,800,Excellent,14.4,1,92800,2025-08-06
9218,2218,745,Good,9.5,1,479400,2025-08-22
9219,2219,762,Excellent,13.6,2,210100,2025-02-14
9220,2220,702,Good,10.4,0,823200,2025-06-09
9221,2221,661,Fair,8.5,0,1439300,2025-06-07
9222,2222,670,Fair,3.4,2,267300,2025-09-25
9223,2223,793,Excellent,3.5,0,188300,2025-04-10
9224,2224,690,Fair,7.6,0,156000,2025-03-24
9225,2225,784,Excellent,13.2,2,449700,2025-02-13
9226,2226,795,Excellent,2.6,2,178100,2025-06-02
9227,2227,759,Excellent,15.0,1,293200,2025-06-19
9228,2228,750,Excellent,13.3,3,129900,2025-01-21
9229,2229,817,Excellent,6.5,0,314300,2025-09-07
9230,2230,627,Fair,4.5,1,1341500,2025-07-08
9231,2231,659,Fair,13.9,2,154500,2025-11-18
9232,2232,596,Poor,2.7,0,304000,2025-12-23
9233,2233,578,Poor,5.9,1,466700,2025-01-21
9234,2234,687,Fair,2.2,1,998100,2025-10-09
9235,2235,710,Good,14.3,0,847100,2025-06-09
9236,2236,728,Good,9.6,1,577100,2025-08-07
9237,2237,638,Fair,5.7,1,433200,2025-01-17
9238,2238,659,Fair,4.9,0,3968900,2025-01-04
9239,2239,754,Excellent,7.2,2,567400,2025-02-08
9240,2240,580,Poor,2.3,0,389000,2025-09-28
9241,2241,691,Fair,13.5,2,887300,2025-10-16
9242,2242,788,Excellent,8.2,0,505100,2025-07-08
9243,2243,670,Fair,11.2,1,2960100,2025-05-22
9244,2244,658,Fair,4.3,1,181200,2025-12-12
9245,2245,783,Excellent,8.1,1,287300,2025-10-30
9246,2246,584,Poor,4.0,1,90200,2025-05-10
9247,2247,630,Fair,12.4,0,271600,2025-12-12
9248,2248,633,Fair,11.9,2,104100,2025-11-18
9249,2249,742,Good,3.1,2,334700,2025-06-25
9250,2250,570,Poor,2.0,1,160700,2025-07-13
9251,2251,783,Excellent,12.5,0,610300,2025-12-03
9252,2252,688,Fair,2.5,0,192600,2025-10-01
9253,2253,768,Excellent,8.7,3,569100,2025-06-28
9254,2254,783,Excellent,8.5,2,248200,2025-08-28
9255,2255,631,Fair,3.8,0,876400,2025-05-12
9256,2256,691,Fair,9.3,1,276000,2025-03-22
9257,2257,673,Fair,8.0,0,202900,2025-06-10
9258,2258,685,Fair,8.1,1,58300,2025-06-30
9259,2259,647,Fair,6.0,1,89100,2025-09-26
9260,2260,774,Excellent,12.7,1,587700,2025-11-23
9261,2261,676,Fair,2.2,1,94500,2025-02-27
9262,2262,665,Fair,7.1,3,709000,2025-07-10
9263,2263,774,Excellent,4.6,1,202800,2025-11-17
9264,2264,753,Excellent,12.9,1,296200,2025-12-26
9265,2265,712,Good,4.2,1,497900,2025-02-11
9266,2266,661,Fair,11.7,2,789800,2025-04-05
9267,2267,800,Excellent,9.6,3,80700,2025-12-22
9268,2268,611,Fair,13.2,0,86600,2025-03-30
9269,2269,770,Excellent,9.3,0,237000,2025-04-19
9270,2270,737,Good,8.8,2,880300,2025-08-21
9271,2271,595,Poor,12.2,2,305200,2025-10-23
9272,2272,696,Fair,8.9,3,851700,2025-12-16
9273,2273,591,Poor,12.8,0,67800,2025-04-12
9274,2274,664,Fair,1.7,0,180700,2025-01-21
9275,2275,711,Good,7.9,0,320800,2025-03-24
9276,2276,614,Fair,12.4,0,114200,2025-06-10
9277,2277,514,Poor,12.9,1,106400,2025-07-17
9278,2278,680,Fair,12.7,2,145600,2025-02-11
9279,2279,706,Good,9.5,0,212400,2025-02-06
9280,2280,662,Fair,14.9,1,107700,2025-07-19
9281,2281,689,Fair,3.5,0,897600,2025-11-29
9282,2282,677,Fair,3.4,1,359800,2025-06-03
9283,2283,614,Fair,1.5,0,398100,2025-02-08
9284,2284,836,Excellent,14.9,0,387200,2025-02-16
9285,2285,714,Good,5.9,2,1241300,2025-11-08
9286,2286,658,Fair,11.7,2,1847900,2025-04-20
9287,2287,628,Fair,1.8,1,233700,2025-07-05
9288,2288,660,Fair,5.2,0,484100,2025-07-04
9289,2289,663,Fair,9.7,0,229500,2025-11-23
9290,2290,693,Fair,8.3,0,665400,2025-08-04
9291,2291,776,Excellent,3.9,3,1072100,2025-04-20
9292,2292,630,Fair,7.5,2,298400,2025-07-19
9293,2293,703,Good,2.5,2,703100,2025-06-22
9294,2294,750,Excellent,8.6,0,223700,2025-11-17
9295,2295,639,Fair,2.4,1,852400,2025-01-04
9296,2296,639,Fair,9.9,0,134600,2025-03-02
9297,2297,577,Poor,3.2,1,114100,2025-06-20
9298,2298,816,Excellent,8.7,0,515600,2025-12-27
9299,2299,728,Good,2.8,0,838800,2025-05-27
9300,2300,647,Fair,6.6,0,539000,2025-12-08
9301,2301,644,Fair,5.9,0,778000,2025-12-22
9302,2302,613,Fair,11.6,1,139500,2025-05-09
9303,2303,702,Good,10.0,0,282100,2025-05-27
9304,2304,664,Fair,14.1,1,72600,2025-02-20
9305,2305,621,Fair,13.9,0,102500,2025-03-05
9306,2306,632,Fair,11.1,1,1111400,2025-03-04
9307,2307,744,Good,11.8,1,215300,2025-10-12
9308,2308,661,Fair,9.7,0,1596400,2025-02-12
9309,2309,598,Poor,10.7,1,348600,2025-03-11
9310,2310,695,Fair,9.6,2,246000,2025-09-13
9311,2311,639,Fair,5.4,0,239700,2025-10-22
9312,2312,738,Good,5.9,2,739500,2025-01-23
9313,2313,803,Excellent,9.0,0,269600,2025-09-14
9314,2314,545,Poor,11.1,2,311500,2025-03-02
9315,2315,637,Fair,6.7,1,397200,2025-07-26
9316,2316,700,Good,3.0,1,89500,2025-10-08
9317,2317,684,Fair,7.4,1,327600,2025-05-12
9318,2318,784,Excellent,14.5,2,286900,2025-12-31
9319,2319,689,Fair,4.0,2,452400,2025-12-30
9320,2320,705,Good,10.1,1,733000,2025-01-01
9321,2321,722,Good,14.8,2,242600,2025-02-09
9322,2322,639,Fair,6.3,1,473200,2025-10-04
9323,2323,729,Good,13.4,0,88600,2025-09-04
9324,2324,720,Good,13.1,1,1806700,2025-05-18
9325,2325,698,Fair,5.7,1,1200700,2025-11-18
9326,2326,546,Poor,2.4,2,222200,2025-01-17
9327,2327,633,Fair,3.5,0,330500,2025-05-04
9328,2328,704,Good,6.1,0,42300,2025-04-01
9329,2329,683,Fair,14.4,2,548600,2025-09-03
9330,2330,746,Good,4.8,1,155000,2025-04-23
9331,2331,747,Good,14.0,2,69400,2025-05-06
9332,2332,716,Good,3.5,0,409200,2025-09-23
9333,2333,747,Good,14.6,1,132500,2025-08-29
9334,2334,728,Good,5.1,2,118800,2025-05-18
9335,2335,651,Fair,9.9,1,604600,2025-09-03
9336,2336,690,Fair,2.0,0,1303000,2025-08-26
9337,2337,608,Fair,5.2,3,385700,2025-10-30
9338,2338,802,Excellent,3.9,2,930900,2025-01-09
9339,2339,596,Poor,1.0,1,221000,2025-02-15
9340,2340,534,Poor,3.2,2,511400,2025-12-25
9341,2341,849,Excellent,9.3,1,373400,2025-05-04
9342,2342,683,Fair,6.5,2,452200,2025-03-09
9343,2343,757,Excellent,11.1,0,128400,2025-12-31
9344,2344,745,Good,10.4,2,33700,2025-11-20
9345,2345,768,Excellent,12.2,0,1056700,2025-05-12
9346,2346,734,Good,13.1,1,239000,2025-12-27
9347,2347,735,Good,12.5,1,56000,2025-08-25
9348,2348,514,Poor,7.3,1,296300,2025-08-01
9349,2349,618,Fair,5.3,3,420300,2025-02-28
9350,2350,493,Poor,8.0,2,313800,2025-06-02
9351,2351,629,Fair,8.5,2,380400,2025-10-08
9352,2352,650,Fair,5.4,0,327800,2025-03-23
9353,2353,681,Fair,8.6,1,224500,2025-08-26
9354,2354,619,Fair,2.5,2,351600,2025-11-08
9355,2355,664,Fair,4.2,0,261200,2025-02-18
9356,2356,651,Fair,11.4,0,358900,2025-03-06
9357,2357,716,Good,3.6,0,428900,2025-07-08
9358,2358,747,Good,2.9,0,506300,2025-01-09
9359,2359,706,Good,5.0,2,192100,2025-04-06
9360,2360,737,Good,6.2,0,553600,2025-03-26
9361,2361,704,Good,5.6,2,446200,2025-02-05
9362,2362,779,Excellent,6.2,0,906300,2025-03-24
9363,2363,830,Excellent,3.0,1,357000,2025-06-12
9364,2364,507,Poor,3.3,2,745300,2025-08-02
9365,2365,775,Excellent,4.3,3,40700,2025-08-09
9366,2366,593,Poor,6.6,1,115800,2025-11-14
9367,2367,704,Good,5.7,1,816600,2025-11-15
9368,2368,710,Good,12.1,0,405400,2025-04-29
9369,2369,736,Good,8.4,1,116600,2025-03-17
9370,2370,686,Fair,9.1,0,355000,2025-03-10
9371,2371,690,Fair,8.8,2,786300,2025-04-04
9372,2372,716,Good,6.6,1,98900,2025-11-15
9373,2373,664,Fair,14.7,0,386600,2025-11-13
9374,2374,548,Poor,1.5,1,2150300,2025-12-21
9375,2375,690,Fair,4.0,1,145700,2025-10-20
9376,2376,634,Fair,5.0,1,132500,2025-09-11
9377,2377,627,Fair,13.3,0,32800,2025-01-04
9378,2378,620,Fair,13.9,1,215600,2025-02-25
9379,2379,542,Poor,12.8,1,690400,2025-02-12
9380,2380,660,Fair,6.8,1,188300,2025-10-04
9381,2381,690,Fair,13.8,1,3118900,2025-02-27
9382,2382,748,Good,2.4,2,6438500,2025-09-07
9383,2383,646,Fair,10.1,2,1522600,2025-05-24
9384,2384,808,Excellent,14.1,1,157200,2025-11-05
9385,2385,734,Good,11.6,0,397200,2025-01-18
9386,2386,606,Fair,4.9,1,177000,2025-11-09
9387,2387,653,Fair,11.0,4,167100,2025-12-17
9388,2388,842,Excellent,5.1,1,408800,2025-06-15
9389,2389,747,Good,2.6,1,116400,2025-02-01
9390,2390,650,Fair,11.0,3,54600,2025-04-22
9391,2391,757,Excellent,3.5,2,85300,2025-08-13
9392,2392,595,Poor,2.6,1,382200,2025-10-02
9393,2393,649,Fair,8.7,1,1651300,2025-12-06
9394,2394,515,Poor,9.7,2,699100,2025-10-31
9395,2395,735,Good,1.7,3,271400,2025-03-15
9396,2396,603,Fair,1.1,0,595300,2025-06-03
9397,2397,684,Fair,13.3,2,282200,2025-04-20
9398,2398,574,Poor,2.6,1,784300,2025-12-04
9399,2399,705,Good,9.2,1,592300,2025-06-22
9400,2400,684,Fair,14.3,1,34800,2025-09-28
9401,2401,579,Poor,8.2,0,167300,2025-05-26
9402,2402,654,Fair,3.0,0,554100,2025-10-14
9403,2403,700,Good,6.5,2,625000,2025-04-12
9404,2404,723,Good,9.7,0,197700,2025-01-15
9405,2405,809,Excellent,11.7,0,43700,2025-09-06
9406,2406,781,Excellent,9.5,1,362500,2025-03-06
9407,2407,638,Fair,1.5,1,75600,2025-12-27
9408,2408,637,Fair,3.0,1,141900,2025-06-23
9409,2409,583,Poor,6.2,1,1066100,2025-11-27
9410,2410,614,Fair,10.9,1,198800,2025-12-24
9411,2411,755,Excellent,9.2,2,158800,2025-01-30
9412,2412,571,Poor,1.6,1,267500,2025-02-10
9413,2413,678,Fair,12.2,1,680100,2025-03-08
9414,2414,667,Fair,9.5,4,239800,2025-09-30
9415,2415,633,Fair,13.4,1,1125400,2025-01-26
9416,2416,592,Poor,6.8,3,131000,2025-04-28
9417,2417,548,Poor,7.9,3,117400,2025-11-25
9418,2418,593,Poor,6.7,1,458800,2025-07-28
9419,2419,684,Fair,11.1,1,160100,2025-12-23
9420,2420,735,Good,11.5,1,462000,2025-09-05
9421,2421,811,Excellent,11.1,1,2359700,2025-04-05
9422,2422,715,Good,5.1,0,95800,2025-11-10
9423,2423,734,Good,9.9,2,402800,2025-04-05
9424,2424,811,Excellent,5.7,3,689000,2025-04-12
9425,2425,715,Good,12.7,0,165900,2025-08-02
9426,2426,764,Excellent,1.8,0,303500,2025-05-11
9427,2427,662,Fair,1.5,0,37800,2025-05-12
9428,2428,744,Good,2.4,3,299300,2025-04-12
9429,2429,706,Good,3.8,1,122600,2025-02-26
9430,2430,672,Fair,1.5,2,123900,2025-07-12
9431,2431,806,Excellent,2.0,0,249000,2025-09-12
9432,2432,600,Fair,5.3,4,200400,2025-06-11
9433,2433,626,Fair,2.4,0,98300,2025-02-01
9434,2434,778,Excellent,12.2,0,1225500,2025-06-21
9435,2435,763,Excellent,1.8,2,342700,2025-04-07
9436,2436,691,Fair,13.7,2,427600,2025-05-19
9437,2437,715,Good,13.2,0,180400,2025-10-19
9438,2438,729,Good,3.9,0,284000,2025-05-21
9439,2439,717,Good,2.0,3,45900,2025-11-09
9440,2440,708,Good,2.5,0,112000,2025-06-02
9441,2441,627,Fair,8.8,0,1148300,2025-07-17
9442,2442,783,Excellent,9.4,0,524800,2025-12-12
9443,2443,675,Fair,5.4,0,194300,2025-05-12
9444,2444,616,Fair,5.2,0,426700,2025-12-31
9445,2445,700,Good,8.4,4,62200,2025-01-26
9446,2446,716,Good,5.3,0,208500,2025-09-26
9447,2447,720,Good,14.1,1,301100,2025-03-13
9448,2448,763,Excellent,6.4,1,610300,2025-10-30
9449,2449,662,Fair,4.1,0,144900,2025-07-27
9450,2450,685,Fair,3.0,0,311600,2025-06-19
9451,2451,627,Fair,9.8,2,240300,2025-08-19
9452,2452,708,Good,5.6,1,420600,2025-10-14
9453,2453,626,Fair,3.6,0,371000,2025-06-17
9454,2454,646,Fair,4.9,0,288900,2025-08-03
9455,2455,764,Excellent,5.3,1,407600,2025-04-26
9456,2456,700,Good,9.8,2,174500,2025-05-24
9457,2457,797,Excellent,3.4,4,187300,2025-11-08
9458,2458,778,Excellent,11.3,1,73300,2025-11-26
9459,2459,706,Good,5.3,0,564900,2025-02-05
9460,2460,717,Good,7.8,0,266100,2025-08-11
9461,2461,672,Fair,10.2,1,113500,2025-08-24
9462,2462,768,Excellent,8.6,1,147400,2025-12-18
9463,2463,717,Good,10.3,2,1324700,2025-12-02
9464,2464,758,Excellent,5.5,0,237400,2025-07-03
9465,2465,641,Fair,14.5,0,438400,2025-08-30
9466,2466,588,Poor,7.4,2,189200,2025-10-31
9467,2467,728,Good,5.5,2,106700,2025-07-27
9468,2468,743,Good,5.1,2,311100,2025-02-27
9469,2469,696,Fair,1.6,1,808100,2025-09-28
9470,2470,733,Good,10.6,0,1131600,2025-05-29
9471,2471,626,Fair,4.7,0,1021700,2025-03-05
9472,2472,760,Excellent,14.4,2,540400,2025-05-15
9473,2473,778,Excellent,3.9,2,498800,2025-11-04
9474,2474,767,Excellent,8.4,0,132000,2025-01-19
9475,2475,699,Fair,11.3,0,321900,2025-03-27
9476,2476,779,Excellent,13.2,0,739000,2025-06-23
9477,2477,604,Fair,3.2,1,1093100,2025-02-07
9478,2478,733,Good,14.8,0,282300,2025-05-21
9479,2479,744,Good,13.7,1,206800,2025-10-27
9480,2480,728,Good,14.5,0,131200,2025-07-18
9481,2481,619,Fair,12.9,3,299800,2025-02-04
9482,2482,707,Good,13.3,0,864800,2025-05-11
9483,2483,671,Fair,9.4,4,193400,2025-08-15
9484,2484,543,Poor,12.8,4,547800,2025-05-24
9485,2485,602,Fair,8.5,0,857400,2025-05-24
9486,2486,777,Excellent,8.5,2,209700,2025-07-13
9487,2487,660,Fair,8.9,1,256800,2025-12-24
9488,2488,769,Excellent,14.9,0,944400,2025-12-03
9489,2489,776,Excellent,2.5,1,419300,2025-06-15
9490,2490,731,Good,12.3,0,1301500,2025-01-24
9491,2491,644,Fair,4.8,2,316700,2025-08-03
9492,2492,761,Excellent,6.1,1,863800,2025-12-30
9493,2493,706,Good,2.1,1,107700,2025-11-09
9494,2494,693,Fair,5.9,1,610500,2025-08-24
9495,2495,622,Fair,14.9,0,213500,2025-05-03
9496,2496,652,Fair,6.6,0,95500,2025-02-25
9497,2497,623,Fair,10.4,1,199100,2025-03-27
9498,2498,762,Excellent,2.7,1,266100,2025-11-18
9499,2499,805,Excellent,13.9,1,509000,2025-03-19
9500,2500,759,Excellent,12.6,1,275700,2025-04-02
9501,2501,705,Good,6.4,2,55100,2025-11-29
9502,2502,667,Fair,5.9,2,226000,2025-09-05
9503,2503,726,Good,7.1,1,302300,2025-04-12
9504,2504,659,Fair,6.6,2,541000,2025-12-03
9505,2505,688,Fair,4.6,1,698300,2025-03-14
9506,2506,628,Fair,14.9,0,158900,2025-11-14
9507,2507,739,Good,12.3,1,156100,2025-08-20
9508,2508,743,Good,4.8,0,146600,2025-01-14
9509,2509,758,Excellent,14.7,2,125200,2025-07-13
9510,2510,732,Good,1.2,3,69700,2025-08-22
9511,2511,727,Good,7.1,3,463800,2025-07-07
9512,2512,612,Fair,9.0,0,3183700,2025-10-04
9513,2513,609,Fair,1.5,0,655700,2025-01-30
9514,2514,715,Good,3.3,1,721500,2025-01-25
9515,2515,773,Excellent,4.6,1,454700,2025-07-06
9516,2516,670,Fair,11.1,1,89200,2025-08-19
9517,2517,690,Fair,14.2,1,227200,2025-12-21
9518,2518,691,Fair,9.7,1,562000,2025-05-14
9519,2519,552,Poor,8.9,1,95100,2025-05-11
9520,2520,708,Good,8.5,0,194400,2025-04-22
9521,2521,649,Fair,5.9,1,92300,2025-05-09
9522,2522,736,Good,12.6,0,191800,2025-03-06
9523,2523,688,Fair,8.6,0,1791200,2025-01-26
9524,2524,677,Fair,4.2,2,1292400,2025-01-18
9525,2525,678,Fair,2.9,0,347200,2025-05-14
9526,2526,665,Fair,14.8,1,1225000,2025-07-22
9527,2527,588,Poor,1.2,2,548600,2025-09-11
9528,2528,762,Excellent,14.1,2,239100,2025-02-09
9529,2529,642,Fair,4.1,0,98800,2025-01-30
9530,2530,655,Fair,10.2,1,219000,2025-03-19
9531,2531,696,Fair,5.2,1,231500,2025-11-26
9532,2532,606,Fair,13.0,2,210800,2025-09-06
9533,2533,653,Fair,8.6,0,271000,2025-10-14
9534,2534,834,Excellent,3.0,3,117600,2025-06-13
9535,2535,715,Good,4.8,2,93600,2025-12-01
9536,2536,626,Fair,5.5,0,88500,2025-02-17
9537,2537,534,Poor,13.4,1,447900,2025-03-19
9538,2538,765,Excellent,11.7,1,126800,2025-04-21
9539,2539,614,Fair,12.6,1,362800,2025-12-09
9540,2540,649,Fair,1.7,1,313000,2025-09-30
9541,2541,659,Fair,9.1,1,409400,2025-10-10
9542,2542,622,Fair,15.0,1,220200,2025-12-30
9543,2543,684,Fair,12.0,1,112100,2025-09-11
9544,2544,649,Fair,2.7,0,1425800,2025-05-06
9545,2545,736,Good,10.5,3,159600,2025-06-20
9546,2546,701,Good,11.4,1,1710500,2025-07-22
9547,2547,797,Excellent,8.2,0,89900,2025-05-09
9548,2548,799,Excellent,2.1,5,120500,2025-10-07
9549,2549,618,Fair,1.5,2,59600,2025-01-08
9550,2550,665,Fair,14.1,1,323300,2025-10-13
9551,2551,850,Excellent,4.6,0,539100,2025-01-18
9552,2552,603,Fair,6.3,0,79600,2025-11-29
9553,2553,750,Excellent,12.1,2,308100,2025-05-02
9554,2554,731,Good,10.6,0,207100,2025-05-06
9555,2555,626,Fair,14.6,0,46200,2025-08-16
9556,2556,630,Fair,2.3,0,273400,2025-03-24
9557,2557,828,Excellent,10.9,0,686900,2025-07-07
9558,2558,827,Excellent,2.2,0,1121700,2025-06-03
9559,2559,722,Good,1.0,0,66900,2025-05-04
9560,2560,586,Poor,2.7,2,752800,2025-12-20
9561,2561,784,Excellent,9.6,1,616900,2025-11-05
9562,2562,586,Poor,10.5,2,214900,2025-04-05
9563,2563,744,Good,7.1,1,63700,2025-05-02
9564,2564,569,Poor,1.6,0,404500,2025-12-28
9565,2565,691,Fair,9.9,0,65100,2025-03-12
9566,2566,756,Excellent,2.2,1,398200,2025-04-14
9567,2567,478,Poor,3.0,4,176600,2025-06-03
9568,2568,650,Fair,8.2,0,139600,2025-09-01
9569,2569,701,Good,5.8,2,387100,2025-06-10
9570,2570,664,Fair,7.5,3,2387800,2025-06-10
9571,2571,640,Fair,9.9,0,1115000,2025-06-29
9572,2572,680,Fair,3.2,1,297700,2025-06-17
9573,2573,768,Excellent,13.5,0,390800,2025-02-23
9574,2574,793,Excellent,8.8,2,272000,2025-08-27
9575,2575,743,Good,1.3,0,231000,2025-12-20
9576,2576,807,Excellent,9.8,0,1277200,2025-02-18
9577,2577,650,Fair,7.5,0,387400,2025-12-26
9578,2578,735,Good,10.8,2,481500,2025-05-14
9579,2579,614,Fair,12.0,0,433100,2025-10-16
9580,2580,850,Excellent,14.1,0,284300,2025-05-13
9581,2581,698,Fair,15.0,1,117300,2025-05-26
9582,2582,750,Excellent,8.7,1,137900,2025-05-11
9583,2583,558,Poor,8.9,0,398300,2025-12-20
9584,2584,749,Good,1.3,0,514600,2025-05-02
9585,2585,699,Fair,13.1,1,101900,2025-01-02
9586,2586,725,Good,1.4,3,161000,2025-03-06
9587,2587,691,Fair,9.9,2,183700,2025-10-18
9588,2588,681,Fair,2.4,1,128700,2025-11-20
9589,2589,667,Fair,5.0,0,47100,2025-02-04
9590,2590,683,Fair,3.0,3,91900,2025-11-24
9591,2591,800,Excellent,2.9,2,288800,2025-10-12
9592,2592,662,Fair,2.0,1,498700,2025-11-30
9593,2593,850,Excellent,5.5,0,161600,2025-10-25
9594,2594,695,Fair,6.9,3,451200,2025-04-23
9595,2595,795,Excellent,7.5,2,326500,2025-04-04
9596,2596,776,Excellent,7.2,1,561300,2025-04-24
9597,2597,573,Poor,8.3,2,1322800,2025-01-07
9598,2598,589,Poor,13.0,2,136000,2025-01-22
9599,2599,639,Fair,9.8,2,194600,2025-02-26
9600,2600,574,Poor,1.2,3,99200,2025-06-22
9601,2601,659,Fair,3.4,0,1168800,2025-07-01
9602,2602,692,Fair,5.9,0,202600,2025-01-02
9603,2603,739,Good,14.3,0,371400,2025-11-09
9604,2604,704,Good,2.1,1,537200,2025-04-28
9605,2605,690,Fair,10.9,4,1087300,2025-03-25
9606,2606,767,Excellent,1.5,1,78700,2025-11-27
9607,2607,757,Excellent,6.1,0,698800,2025-10-17
9608,2608,833,Excellent,11.8,2,51900,2025-02-13
9609,2609,704,Good,5.8,0,107400,2025-03-10
9610,2610,509,Poor,7.0,1,245900,2025-02-22
9611,2611,722,Good,13.7,0,294800,2025-12-16
9612,2612,850,Excellent,1.9,3,1180600,2025-10-16
9613,2613,767,Excellent,8.4,0,313100,2025-11-28
9614,2614,784,Excellent,6.1,4,290000,2025-11-21
9615,2615,697,Fair,14.5,0,355900,2025-05-09
9616,2616,758,Excellent,12.1,3,836900,2025-06-12
9617,2617,788,Excellent,2.7,0,157200,2025-09-08
9618,2618,665,Fair,14.0,0,68500,2025-01-25
9619,2619,652,Fair,4.0,0,326800,2025-05-12
9620,2620,724,Good,2.2,0,323800,2025-11-25
9621,2621,763,Excellent,8.6,0,255100,2025-04-28
9622,2622,483,Poor,11.3,3,1313700,2025-08-24
9623,2623,675,Fair,11.0,2,642500,2025-04-25
9624,2624,543,Poor,8.5,0,54100,2025-05-05
9625,2625,681,Fair,7.9,2,190900,2025-07-14
9626,2626,817,Excellent,14.6,0,469400,2025-04-04
9627,2627,643,Fair,12.5,0,437900,2025-07-31
9628,2628,669,Fair,10.8,0,810900,2025-05-07
9629,2629,740,Good,3.7,4,1168300,2025-05-18
9630,2630,765,Excellent,12.5,0,430900,2025-05-28
9631,2631,762,Excellent,11.5,0,519700,2025-10-23
9632,2632,693,Fair,14.9,1,86800,2025-03-16
9633,2633,733,Good,2.9,1,162400,2025-01-15
9634,2634,729,Good,11.0,1,182500,2025-06-05
9635,2635,637,Fair,14.7,2,83600,2025-12-30
9636,2636,559,Poor,7.5,0,594000,2025-02-04
9637,2637,623,Fair,11.3,1,335400,2025-01-07
9638,2638,798,Excellent,14.7,0,1562800,2025-07-01
9639,2639,850,Excellent,8.7,0,540700,2025-06-19
9640,2640,683,Fair,10.8,1,402200,2025-10-21
9641,2641,795,Excellent,1.3,0,1222900,2025-07-30
9642,2642,668,Fair,8.3,1,156800,2025-11-16
9643,2643,716,Good,4.6,2,58400,2025-02-26
9644,2644,644,Fair,2.8,2,698900,2025-12-30
